"ensembl_gene_id","logFC","logCPM","F","PValue","FDR","entrezgene_id","external_gene_name"
"ENSMUSG00000001134",-0.422396243460775,3.19529187356746,1.05475306051993,0.310590688644897,0.34146656342305,22294,"Uxt"
"ENSMUSG00000001138",-0.0928984305288845,5.3663701067126,0.193727575836823,0.662200954811057,0.691150736693656,94218,"Cnnm3"
"ENSMUSG00000001143",1.46735440428257,5.8586769418356,50.1854031253549,1.43159654786473e-08,3.22676316972504e-08,214895,"Lman2l"
"ENSMUSG00000001150",-0.959205384841423,5.01728584661762,24.4260144952638,1.42228211283144e-05,2.44208103933271e-05,54387,"Mcm3ap"
"ENSMUSG00000001151",-1.77134344143803,5.91078006105369,152.164380072531,3.25362048823782e-15,1.53848481258226e-14,18541,"Pcnt"
"ENSMUSG00000001156",-0.559720365729303,5.03333634667367,7.96111918517692,0.0074059263963238,0.00979866918371636,17119,"Mxd1"
"ENSMUSG00000001157",0.493608012654144,6.46901898242672,10.6284691679864,0.00227798409251387,0.00318035892523543,23885,"Gmcl1"
"ENSMUSG00000001158",-1.68729461543004,5.73367847089596,138.408470592596,1.45150246404168e-14,6.27269545852949e-14,66618,"Snrnp27"
"ENSMUSG00000001166",0.645449290649576,3.5171791923415,2.30113993470153,0.13715588063984,0.158139201791426,114643,"Oas1c"
"ENSMUSG00000001173",-2.94044867067803,2.80873290013846,83.9646651889966,2.25456136895523e-11,6.68148655695586e-11,320634,"Ocrl"
"ENSMUSG00000001175",-0.131546149842898,10.3280288569713,5.29298057225721,0.0267034085701138,0.0333166415611044,12313,"Calm1"
"ENSMUSG00000001211",1.115960377774,7.67144924915065,105.267848940768,9.14008000206049e-13,3.17331184342724e-12,28169,"Agpat3"
"ENSMUSG00000001228",0.0673209666607596,3.8742836839737,0.0398069375440362,0.842869718996763,0.858630561166187,18140,"Uhrf1"
"ENSMUSG00000001229",2.18676680392791,5.90837829356965,84.57346707596,2.04684639224499e-11,6.09412812481778e-11,224897,"Dpp9"
"ENSMUSG00000001248",2.09248873985043,9.57500718385547,730.062616105363,2.60526687694442e-27,6.57220279646914e-26,52857,"Gramd1a"
"ENSMUSG00000001249",-0.785197881076879,3.27074508393239,4.78181002651605,0.0346721344996758,0.042810367877719,15451,"Hpn"
"ENSMUSG00000001270",1.60014415516599,9.12536452672199,423.011528852553,6.96805575176668e-23,9.23244851353097e-22,12709,"Ckb"
"ENSMUSG00000001280",-3.82080569380839,5.5340228572553,835.952884154507,1.97358531625579e-28,5.96267280504182e-27,20683,"Sp1"
"ENSMUSG00000001281",2.22670495876373,10.0010793037638,847.460205310251,1.51925142047661e-28,4.69482766331603e-27,16421,"Itgb7"
"ENSMUSG00000001285",0.605818601020878,5.60550121061869,9.38511187809553,0.00390370384567591,0.00532734640738344,60315,"Myg1"
"ENSMUSG00000001288",-2.4551983818746,4.87108521226853,206.242496249206,2.22189576055228e-17,1.39868816100654e-16,19411,"Rarg"
"ENSMUSG00000001289",-2.51207066289603,6.63892394162248,541.414063118495,7.25932614300745e-25,1.33180021184011e-23,56612,"Pfdn5"
"ENSMUSG00000001305",1.39299628172216,5.73412214083405,43.4507164386383,6.97073592700564e-08,1.47661380277956e-07,67223,"Rrp15"
"ENSMUSG00000001323",-0.836197223997061,2.98567150858551,4.18535690074568,0.0473929836198056,0.0576688770623796,27364,"Srr"
"ENSMUSG00000001348",1.70193511459072,7.71367602275723,154.080830560866,2.66480613462931e-15,1.27477554558026e-14,11433,"Acp5"
"ENSMUSG00000001366",0.322608233906902,6.64022627289729,6.05863247368537,0.0182469350918466,0.0231608760950171,71538,"Fbxo9"
"ENSMUSG00000001376",0.775443743435516,4.72027318599968,7.03130237652851,0.0114254388087643,0.0148238338332106,73288,"Vps50"
"ENSMUSG00000001380",2.33567776686678,6.48568157895124,146.25509089785,6.11744675388055e-15,2.78721199827919e-14,15115,"Hars1"
"ENSMUSG00000001383",-1.48344266969548,6.15183169782003,140.427534324754,1.15715362596273e-14,5.0604472404399e-14,66492,"Zmat2"
"ENSMUSG00000001403",-2.0213257145445,2.00816394231585,20.4717455411869,5.32181440959216e-05,8.6366698119225e-05,68612,"Ube2c"
"ENSMUSG00000001415",0.622953720080353,5.78699198149358,10.7787602557614,0.00213698294356818,0.00298879957777212,229512,"Smg5"
"ENSMUSG00000001416",1.70241539537449,8.3760288576457,244.149939547984,1.25166422769196e-18,9.37149935191716e-18,12462,"Cct3"
"ENSMUSG00000001418",2.81117280318767,7.95010976962828,385.279625094678,3.83402551751664e-22,4.66366856893176e-21,56700,"Glmp"
"ENSMUSG00000001419",0.056319774433516,5.42446610861356,0.0839881719031726,0.773460518892414,0.795279854883657,17261,"Mef2d"
"ENSMUSG00000001424",1.66070907559264,7.37342850630221,166.699566759393,7.50319647189834e-16,3.86363691629879e-15,56463,"Snd1"
"ENSMUSG00000001436",2.49799698283776,6.00434527223254,116.606037471658,2.02397884457677e-13,7.5655442796187e-13,20509,"Slc19a1"
"ENSMUSG00000001440",-0.848621570921444,5.78160758462316,33.7621469448886,8.72139479295696e-07,1.67368419466864e-06,16211,"Kpnb1"
"ENSMUSG00000001441",-2.09432003586908,4.7618565347102,125.508816150342,6.58437717897137e-14,2.63220886288153e-13,19155,"Npepps"
"ENSMUSG00000001444",0.583306117034417,8.76281460789782,49.3104353884925,1.74490569362223e-08,3.89438311485703e-08,57765,"Tbx21"
"ENSMUSG00000001445",3.27365358481096,6.00672276525724,135.562430462786,2.06022129213508e-14,8.70494491503607e-14,107732,"Mrpl10"
"ENSMUSG00000001467",1.32286075220341,5.25522557603257,25.5934872749831,9.8111388921262e-06,1.7121432021325e-05,13121,"Cyp51"
"ENSMUSG00000001472",-0.0764011063622641,8.31792339556555,0.921975566501428,0.342723982941859,0.37461889362759,66855,"Tcf25"
"ENSMUSG00000001473",2.60358157022634,2.60639652077643,9.30781141274686,0.00387989455093332,0.00529626549255752,67951,"Tubb6"
"ENSMUSG00000001482",0.82026285225373,4.67674061453825,8.01116764561044,0.00723893228341252,0.00959383339113756,23854,"Def8"
"ENSMUSG00000001518",-0.345238449540088,4.6443352973221,2.04582066690563,0.16038905756965,0.183501421763668,101142,"Itfg2"
"ENSMUSG00000001524",2.07307776985209,4.98252211481356,42.0727443341598,9.86387114600011e-08,2.05336927392954e-07,14885,"Gtf2h4"
"ENSMUSG00000001525",-1.56863576841265,7.61437865224187,362.808575461182,1.138016778923e-21,1.29794742201886e-20,22154,"Tubb5"
"ENSMUSG00000001542",-1.99107823163958,2.42582338446263,24.6842153533059,1.31076449940796e-05,2.25893488186712e-05,192657,"Ell2"
"ENSMUSG00000001552",3.2276353496787,3.6987181979578,22.9786611547156,2.0363506028367e-05,3.45360206561574e-05,16480,"Jup"
"ENSMUSG00000001569",0.220706225061949,6.16962825916412,2.14796425787239,0.150574587216547,0.172871306162075,433864,"Nom1"
"ENSMUSG00000001576",0.41133821202653,5.739937228149,4.35695889536833,0.0432722794184995,0.0528998192652509,67458,"Ergic1"
"ENSMUSG00000001588",3.27736455345974,9.6196850217647,1341.71256263586,2.1477340079088e-32,1.24277354288146e-30,216859,"Acap1"
"ENSMUSG00000001627",0.196590551225029,5.26982137808435,0.82222537035841,0.369959675623182,0.402584678892119,15982,"Ifrd1"
"ENSMUSG00000001630",0.914303893007827,3.06761915962751,3.24314100450385,0.0792464877918492,0.094059859539242,232533,"Stk38l"
"ENSMUSG00000001632",-0.44417326953253,5.66620843147498,7.26539210813597,0.0102304341403094,0.0133426851477205,78783,"Brpf1"
"ENSMUSG00000001642",3.48702227056909,6.68543992425091,257.987378635814,4.93396411667704e-19,3.92037707393377e-18,11677,"Akr1b1"
"ENSMUSG00000001666",-2.61515701341262,3.41498862413631,88.9558827342448,1.01382071417282e-11,3.10326643667131e-11,13202,"Ddt"
"ENSMUSG00000001674",-0.0623589307418588,5.97710084728693,0.161695418484354,0.689740618035533,0.716753592727266,66942,"Ddx18"
"ENSMUSG00000001687",0.23318497786666,6.41811024735581,2.62461726569947,0.113074462455572,0.131588301837288,24109,"Ubl3"
"ENSMUSG00000001700",0.72102620708207,8.00736067029731,60.616752420882,1.5444642786934e-09,3.80799305305196e-09,107022,"Gramd2b"
"ENSMUSG00000001707",2.86025968396755,5.11547414656217,64.2445531608881,7.54802637709154e-10,1.91164406909425e-09,66143,"Eef1e1"
"ENSMUSG00000001729",1.49763921816861,7.83927911990009,182.48834070201,1.70712814866541e-16,9.54910240231085e-16,11651,"Akt1"
"ENSMUSG00000001741",1.20441340177252,8.27349422979522,171.515375784291,4.72021882783966e-16,2.49198356880071e-15,16170,"Il16"
"ENSMUSG00000001750",1.20471359989944,6.04183174681116,32.7633422207509,1.15430901324863e-06,2.18610076066799e-06,27060,"Tcirg1"
"ENSMUSG00000001751",2.45110991118302,5.24672676293788,60.6662127637057,1.54785531120749e-09,3.81543540249991e-09,27419,"Naglu"
"ENSMUSG00000001755",1.35036993021764,5.56858274520532,36.3881845004277,4.25697201167894e-07,8.36529304367148e-07,71743,"Coasy"
"ENSMUSG00000001767",0.266279836423289,6.43616115949762,3.3657567953177,0.0740087108560328,0.0882110108911309,66877,"Crnkl1"
"ENSMUSG00000001768",1.74409928749753,3.94907713211982,13.6615991850227,0.00065532455940131,0.000964066954522869,408057,"Rin2"
"ENSMUSG00000001768",1.74409928749753,3.94907713211982,13.6615991850227,0.00065532455940131,0.000964066954522869,74030,"Rin2"
"ENSMUSG00000001774",0.0869087469014974,7.29822520945872,0.671844167530032,0.417265693374844,0.450425298434354,66917,"Chordc1"
"ENSMUSG00000001783",1.34435190933108,7.49406620391102,128.214258819802,4.74891801321611e-14,1.92145636140799e-13,28088,"Rtcb"
"ENSMUSG00000001785",1.70017016038218,6.63851314519473,113.533226888356,2.99450292194985e-13,1.10164148443284e-12,103136,"Pwp1"
"ENSMUSG00000001786",0.698932236901351,5.70528333100643,13.3129990749165,0.000753258688034563,0.00110165293200771,69754,"Fbxo7"
"ENSMUSG00000001794",-2.12348186176292,6.5761184695641,412.369467825704,1.11068711749514e-22,1.43270245055229e-21,12336,"Capns1"
"ENSMUSG00000001829",1.24168496955276,5.73956321138909,34.8759979747909,6.41362194194097e-07,1.24433256164727e-06,20480,"Clpb"
"ENSMUSG00000001833",0.0134225305545749,8.66309181737245,0.0328750399739051,0.857035967117205,0.871241923098205,235072,"Septin7"
"ENSMUSG00000001844",0.0300690801303395,6.15634071894019,0.0387176904992842,0.845005170513319,0.860463606720761,72881,"Zdhhc4"
"ENSMUSG00000001847",3.14320828721736,7.6618991042818,471.033665411771,9.66029148224436e-24,1.48336889596922e-22,19353,"Rac1"
"ENSMUSG00000001855",-1.46419369222324,4.82992535988082,61.7985869889106,1.21853919817969e-09,3.03213762579116e-09,227720,"Nup214"
"ENSMUSG00000001891",0.239649237715085,5.75422960464658,1.92965225708487,0.172480523502068,0.196391942380008,216558,"Ugp2"
"ENSMUSG00000001909",-0.610281415904999,5.98530815671634,14.1181450730881,0.000547762589000564,0.000810837467342647,212528,"Trmt1"
"ENSMUSG00000001910",-1.70279830285919,3.51150965430176,36.0796481292442,4.62380282044977e-07,9.0652734469844e-07,66830,"Nacc1"
"ENSMUSG00000001911",-2.649322200504,2.21465522162668,44.1949213209623,5.82761523307982e-08,1.24269071865925e-07,18032,"Nfix"
"ENSMUSG00000001918",3.33331108109682,8.91288630564804,890.694044761799,5.86298488444871e-29,1.97231655989357e-27,20514,"Slc1a5"
"ENSMUSG00000001924",-0.0842337538504756,8.61225181193899,1.19417810409365,0.281024871280267,0.311042941020118,22201,"Uba1"
"ENSMUSG00000001942",0.176017533256514,5.14811057540047,0.635077430502806,0.430203218085137,0.463365375920494,22619,"Siae"
"ENSMUSG00000001962",1.48541871568276,6.20419394921309,66.7644175010875,4.63770032350494e-10,1.19856993977637e-09,108160,"Fam50a"
"ENSMUSG00000001964",-1.91327324125538,4.53673820138469,96.6985962334478,3.1196627281044e-12,1.0120869705811e-11,13726,"Emd"
"ENSMUSG00000001983",-0.198102032175387,2.8905590082621,0.180836228233183,0.672938372943631,0.700786458127978,70207,"Taco1"
"ENSMUSG00000001998",-1.92516989296194,3.40941514264705,44.158962484242,5.8644593143372e-08,1.2502871002798e-07,108011,"Ap4e1"
"ENSMUSG00000001999",1.02148586904209,6.08070298579509,32.4082337060995,1.27636736698119e-06,2.41013174273992e-06,109778,"Blvra"
"ENSMUSG00000002010",1.87380997751053,7.34155712666535,187.254023520647,1.11507592443356e-16,6.37666533671051e-16,15929,"Idh3g"
"ENSMUSG00000002014",-0.563774213828969,6.67045337231881,22.6633387649984,2.52970842283342e-05,4.24602977165845e-05,20832,"Ssr4"
"ENSMUSG00000002015",2.16610738158419,8.96112712225046,571.458604366042,2.64502998524597e-25,5.16007563978843e-24,27061,"Bcap31"
"ENSMUSG00000002017",0.746434891736426,4.31179001453533,5.10982241374899,0.0293068930379235,0.036422909658344,72722,"Fam98a"
"ENSMUSG00000002028",-4.96441985768511,7.98285713080396,2898.18991588796,5.94306420524049e-39,1.32323616500159e-36,214162,"Kmt2a"
"ENSMUSG00000002031",0.979244297271059,4.45815313602496,8.83734429508915,0.00498041084541095,0.00672414551525164,76568,"Ift46"
"ENSMUSG00000002033",2.86787391665506,9.73552751078531,1234.13313371763,1.08816444674174e-31,5.54476630026316e-30,12502,"Cd3g"
