"","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000036323.15",-1.52490276996027,6.86333533202751,228.241643160377,3.98118379570004e-18,2.79857820422511e-17
"ENSMUSG00000105201.2",-3.5617650797264,3.84278218260434,228.19666070027,3.99819869649778e-18,2.80861118309536e-17
"ENSMUSG00000052144.10",-2.76807481454807,4.82316754729354,227.960683291007,4.0665210033402e-18,2.85464757479166e-17
"ENSMUSG00000107962.2",-7.74382810499969,1.98218374053088,208.899610620533,4.14254904520949e-18,2.90602652883805e-17
"ENSMUSG00000086648.2",-8.48453584433626,2.0229985915142,218.214020630038,4.40311036183945e-18,3.07617028144336e-17
"ENSMUSG00000008348.10",-0.941352515687696,9.45182951551296,226.817669917278,4.43026912512241e-18,3.09303451803025e-17
"ENSMUSG00000025409.15",-3.88206095416292,3.39082890125568,226.142680612055,4.67280454205151e-18,3.25349178243995e-17
"ENSMUSG00000032280.18",-2.84229938885393,4.46175837053914,226.104084625461,4.67664883975909e-18,3.25395634625086e-17
"ENSMUSG00000031309.16",-2.62055604104045,4.84046072363078,226.016069555953,4.70719020490219e-18,3.27298316894828e-17
"ENSMUSG00000056919.10",-2.95435033589811,4.54591627960583,225.876439731745,4.75761401635023e-18,3.30579937282626e-17
"ENSMUSG00000113313.2",-9.75350951538076,1.96573822386731,241.25791906926,4.77938372574579e-18,3.31867444875176e-17
"ENSMUSG00000059005.14",-2.12988450236144,5.47497592231739,225.542838503505,4.87804878890432e-18,3.38479323546022e-17
"ENSMUSG00000039852.18",-2.7908922480671,4.56929052250716,225.532526269992,4.88289215681742e-18,3.38479323546022e-17
"ENSMUSG00000049517.9",-1.66872299030707,6.68052768692177,225.364955010092,4.94398288253355e-18,3.42368307524737e-17
"ENSMUSG00000084796.3",-1.3942276042274,7.2133574827725,225.22915379001,4.99500362212968e-18,3.45648375553689e-17
"ENSMUSG00000036499.10",-3.51048158558115,3.98732406356343,225.185541406655,5.01506728692186e-18,3.46587848533425e-17
"ENSMUSG00000032640.11",-2.14045340576034,5.50389893567148,224.870054616659,5.13305117903469e-18,3.54024984347968e-17
"ENSMUSG00000052736.16",-3.97713766619785,3.45485450902829,224.669611962214,5.22366241270117e-18,3.59789848223842e-17
"ENSMUSG00000022450.7",-1.84764581538315,6.03886796266347,224.609709056629,5.23539849533535e-18,3.60355856110381e-17
"ENSMUSG00000108752.2",-9.85952304027749,2.06121889188677,239.425939471924,5.41759436843996e-18,3.72646081407401e-17
"ENSMUSG00000100394.2",-8.37406934912459,1.92433359372103,214.631338247902,5.87976934724742e-18,4.02950535736446e-17
"ENSMUSG00000104018.2",-9.83962652391661,2.0426942512153,238.23363351682,5.88181254072286e-18,4.02950535736446e-17
"ENSMUSG00000036197.17",-2.99043369776069,4.18407040798827,223.083914228835,5.88259288628488e-18,4.02950535736446e-17
"ENSMUSG00000105728.2",-7.14395436034637,1.8811729447103,205.678571617087,5.88570593108498e-18,4.02950535736446e-17
"ENSMUSG00000102151.2",-8.3958566985029,1.945247144488,214.595331333335,5.89256015150022e-18,4.03150307759955e-17
"ENSMUSG00000065259.3",-9.77559388889881,1.98533900673269,238.152013177787,5.91576173046231e-18,4.04467500957243e-17
"ENSMUSG00000105071.2",-7.43627823802272,2.12944636710011,205.518687461237,5.96198357698971e-18,4.07355809176308e-17
"ENSMUSG00000098645.2",-6.69202355023909,2.27800040474223,215.695952563046,6.03587195916625e-18,4.12129337371872e-17
"ENSMUSG00000021738.6",-2.63562128582266,4.78677293123481,222.715003802381,6.04936068175921e-18,4.12500346888002e-17
"ENSMUSG00000040022.15",-4.01279649565027,3.25578891579638,222.617814738345,6.11403436621507e-18,4.16633000524117e-17
"ENSMUSG00000054072.13",-2.43151787187504,4.95334246807011,222.556106609658,6.12297110621088e-18,4.16964561634387e-17
"ENSMUSG00000108984.2",-9.70811393731441,1.92576667878188,237.402302734255,6.23185095559486e-18,4.24097126160815e-17
"ENSMUSG00000035992.16",-3.85036852443487,3.38816997511742,222.233340652643,6.28982296345119e-18,4.27474232194208e-17
"ENSMUSG00000106166.2",-9.77519852586712,1.98526970790963,237.249475610011,6.2970193858773e-18,4.27679526194664e-17
"ENSMUSG00000034636.10",-2.6666760015534,4.88024030396902,222.057989895383,6.36122102338909e-18,4.3175364957953e-17
"ENSMUSG00000121777.1",-8.46329725378914,2.00395704846281,213.641941332398,6.36634248525589e-18,4.31815097576098e-17
"ENSMUSG00000104315.2",-9.73116917076911,1.94590898485481,236.932671949595,6.4377010043285e-18,4.36077603745585e-17
"ENSMUSG00000078134.2",-5.59822340355603,2.33594753778391,221.419169481113,6.48829865115911e-18,4.38924404129271e-17
"ENSMUSG00000036155.14",-2.67643949120317,4.70917996553331,221.621011648124,6.57861471858671e-18,4.44740408896139e-17
"ENSMUSG00000038127.16",-2.63582109281842,4.70860292226324,221.45163828285,6.66475406426591e-18,4.50266564157068e-17
"ENSMUSG00000032750.14",-1.56988078223767,6.58224200249246,220.950867388358,6.92498663344782e-18,4.66616533551136e-17
"ENSMUSG00000024335.21",-1.41595767855461,7.32833070154667,220.852500753234,6.9775074748795e-18,4.69537658066464e-17
"ENSMUSG00000040943.13",-3.14798437488391,4.20217650860345,220.847306396565,6.98327811302227e-18,4.69617428979475e-17
"ENSMUSG00000068262.5",-7.58739085447957,2.2682016919122,203.514495441593,7.10486295766228e-18,4.77480357036595e-17
"ENSMUSG00000104145.2",-8.27794155991744,1.84137661803444,211.979504106005,7.29931915306623e-18,4.90227060758717e-17
"ENSMUSG00000060703.13",-7.26347826915548,1.98073192590972,203.146593161046,7.33183400764684e-18,4.92088098992916e-17
"ENSMUSG00000063856.9",-1.93604352043576,6.38641289504954,220.082142905553,7.4048360768061e-18,4.96662286173203e-17
"ENSMUSG00000034820.5",-2.33449567181492,5.10874922262181,219.948535572369,7.48229423825908e-18,5.01529172697968e-17
"ENSMUSG00000084786.10",-1.69605714657827,6.33136344296096,219.630439938702,7.66797151542039e-18,5.133030343852e-17
"ENSMUSG00000041997.17",-2.03665287174365,5.7725709910477,219.45933433154,7.77044535491587e-18,5.19144822733518e-17
"ENSMUSG00000052512.19",-4.97984230638126,2.76658110692212,219.721577124112,7.82377494082455e-18,5.22026729276385e-17
"ENSMUSG00000104432.2",-6.61238544135692,1.99980778352021,209.65835782397,7.93486883224201e-18,5.29094574087387e-17
"ENSMUSG00000021025.9",-1.03570432078468,9.36874119526392,219.056507450248,8.01620890586563e-18,5.34170537500818e-17
"ENSMUSG00000100826.7",-6.60033260462643,2.38515650043799,214.085995004767,8.04413626787638e-18,5.35682988657932e-17
"ENSMUSG00000120819.1",-6.57913594355929,2.3739290545241,214.088824290144,8.0582661000992e-18,5.36275252743444e-17
"ENSMUSG00000035284.11",-3.48162725706511,3.66206324406102,218.751544338753,8.21756408592324e-18,5.46346121386022e-17
"ENSMUSG00000106636.2",-5.24647132164814,2.69035138019276,219.128409930345,8.22026335731165e-18,5.46346121386022e-17
"ENSMUSG00000029684.15",-3.00387314477564,4.14849851743495,218.674743312956,8.26109323171895e-18,5.48703741110671e-17
"ENSMUSG00000098108.9",-5.1535099571349,2.67262118882265,219.02144429851,8.28970169942341e-18,5.49534788385078e-17
"ENSMUSG00000103220.2",-6.15466817957748,2.17672246164627,214.453362774111,8.75777995838688e-18,5.80188760244492e-17
"ENSMUSG00000024943.10",-2.1638533227206,5.84646607107912,217.732163111646,8.88622297735329e-18,5.87937310943491e-17
"ENSMUSG00000008200.16",-1.58159326305188,6.62963892153082,217.508450158265,9.04237747673016e-18,5.97111735117152e-17
"ENSMUSG00000031802.10",-9.70821761739649,1.9257847697232,231.648839790259,9.3229691289112e-18,6.15243877695287e-17
"ENSMUSG00000037896.18",-1.70811087468879,6.34989088071324,216.48931491868,9.7923125029252e-18,6.44555685443187e-17
"ENSMUSG00000038485.7",-3.70337258091414,3.55144605850027,215.816276675012,1.03387956803432e-17,6.7921709658804e-17
"ENSMUSG00000110926.2",-9.81890302148484,2.02385695405009,229.98390770647,1.04897489031382e-17,6.88251174029091e-17
"ENSMUSG00000106959.2",-9.75368430353469,1.96576878100307,229.720514736499,1.0689867237356e-17,7.00932267893725e-17
"ENSMUSG00000024691.14",-1.73106954758231,6.40350225152895,215.110800062329,1.09120536162688e-17,7.14586017505278e-17
"ENSMUSG00000000600.16",-1.54807887565967,6.63865100937756,214.88309669713,1.11095887045008e-17,7.27056917006374e-17
"ENSMUSG00000041720.15",-2.13557526843405,5.33820766330963,214.241170854171,1.16876111975797e-17,7.62935078939521e-17
"ENSMUSG00000074733.15",-2.33498837860053,5.09283675378922,214.14971030714,1.17728566496642e-17,7.68010177107395e-17
"ENSMUSG00000109539.2",-9.63782800805484,1.86396558758972,227.780087323122,1.22852969694242e-17,7.99598502980985e-17
"ENSMUSG00000007670.11",-2.25626380555422,5.22593814332694,213.607940301831,1.22883034924045e-17,7.99598502980985e-17
"ENSMUSG00000041308.7",-1.91622066618901,5.74775332574762,213.557996443887,1.2336616839094e-17,8.02232569307943e-17
"ENSMUSG00000028514.17",-2.2951163011085,5.37007818086206,213.53885978389,1.23554531515595e-17,8.02947659760612e-17
"ENSMUSG00000074405.9",-3.80658473333899,3.3779072070492,213.285985838227,1.26325371721677e-17,8.19394843048396e-17
"ENSMUSG00000039145.17",-2.17944177377837,5.39741417535244,213.183225378266,1.27088788332439e-17,8.23824917785343e-17
"ENSMUSG00000074129.15",-2.98440753315738,4.19486368419208,213.098072916736,1.27994439094089e-17,8.29170806579162e-17
"ENSMUSG00000032216.16",-1.5803556380704,6.60802864644838,212.788154593784,1.31133946008232e-17,8.47928005552788e-17
"ENSMUSG00000015476.7",-2.1593240075179,5.69668548138478,212.788154315007,1.31138250419412e-17,8.47928005552788e-17
"ENSMUSG00000108521.2",-8.1747671668872,1.75380249328065,204.645645571727,1.34313574322516e-17,8.66271806178346e-17
"ENSMUSG00000030172.16",-3.60019907750215,3.51926802918799,212.222924678035,1.3736683975357e-17,8.85406653716845e-17
"ENSMUSG00000020232.19",-2.65871480763039,4.78545187775454,211.756674233935,1.42385591333304e-17,9.16601650808109e-17
"ENSMUSG00000080237.3",-9.61371621966138,1.84283592215563,225.566617437291,1.44118247519634e-17,9.27172795914633e-17
"ENSMUSG00000066232.5",-3.05030148806621,4.17524041396371,211.532635834768,1.44989919915771e-17,9.32195078328518e-17
"ENSMUSG00000104436.2",-5.8845061694228,2.35216449071161,210.38881234463,1.45879908135956e-17,9.37328744748091e-17
"ENSMUSG00000029701.16",-1.69528533078645,6.18825234950221,210.858065576109,1.52968996942028e-17,9.81646908947522e-17
"ENSMUSG00000002413.16",-3.39533449803166,3.72266862521127,210.837372414647,1.53362128389212e-17,9.83553487139832e-17
"ENSMUSG00000040274.12",-3.88800074275415,3.31459032141448,210.41016489785,1.58972034455819e-17,1.01761973556031e-16
"ENSMUSG00000030987.6",-1.88133213254601,6.30708891549443,210.167229701178,1.616827281782e-17,1.0343251105566e-16
"ENSMUSG00000038893.13",-2.44784837071639,4.86046490166252,209.99887184282,1.63908966986388e-17,1.04725866492488e-16
"ENSMUSG00000096768.10",-3.77032902699648,3.56159942251845,209.775080005753,1.67118935512124e-17,1.06643746885681e-16
"ENSMUSG00000053289.9",-1.8008616372924,6.03908357485694,209.743001012632,1.67294837146887e-17,1.06689521921446e-16
"ENSMUSG00000026319.14",-2.50566267873842,4.80459974955599,209.600989941622,1.69243752510481e-17,1.07798166244549e-16
"ENSMUSG00000045624.16",-2.05695411513096,5.62230494005671,209.545437593475,1.69979205236455e-17,1.08199317590539e-16
"ENSMUSG00000041313.15",-3.01189987455442,4.22148125828396,208.895651710112,1.79182652521467e-17,1.13845454536282e-16
"ENSMUSG00000096942.2",-4.73139058643113,2.77453190679996,208.397561622361,1.90365634804308e-17,1.2080079502266e-16
"ENSMUSG00000025794.10",-1.10138202203884,8.17262970598618,207.962232148312,1.93155549389952e-17,1.22419501042815e-16
"ENSMUSG00000060131.12",-2.30448948579083,5.11823053356163,207.724245113456,1.96942781842226e-17,1.24742608016579e-16
"ENSMUSG00000040209.13",-5.58444820520236,2.51062367794822,207.71707085003,1.97607821850025e-17,1.25086484016561e-16
"ENSMUSG00000095616.2",-9.6136123362362,1.84281792011627,220.930846481789,2.02200813370554e-17,1.27835847564272e-16
"ENSMUSG00000060739.9",-2.46791081803421,4.81811165448226,207.10028591897,2.07197959788861e-17,1.30833631575679e-16
"ENSMUSG00000020530.15",-1.03012073445374,8.39395002932097,207.007787392594,2.08719699082592e-17,1.31713318422915e-16
"ENSMUSG00000112922.2",-6.49205389170528,1.89972825546875,197.936519384687,2.1491461446289e-17,1.35539130623702e-16
"ENSMUSG00000001288.16",-2.4551983818746,4.87108521226853,206.242496249206,2.22189576055228e-17,1.39868816100654e-16
"ENSMUSG00000070056.7",-2.05281267408775,5.4913333687635,205.61756876605,2.3380373027017e-17,1.46818994814659e-16
"ENSMUSG00000084411.3",-7.62692328070336,1.88181163208619,188.777185358094,2.50183085513781e-17,1.56624398644997e-16
"ENSMUSG00000042423.10",-2.82133041879331,4.31825565531851,204.77126198725,2.50668218318131e-17,1.56832247526835e-16
"ENSMUSG00000049800.14",-2.83079521562914,4.60204524550044,204.461628092652,2.57102456726781e-17,1.60661584002178e-16
"ENSMUSG00000029787.11",-2.68275957365669,4.55953057406601,204.380599902939,2.58823682171511e-17,1.61638545902476e-16
"ENSMUSG00000039585.16",-4.6159580866229,2.86435270540522,204.520594968822,2.59749964662887e-17,1.62118168072961e-16
"ENSMUSG00000073640.4",-9.58887089636204,1.82136469724329,217.489589024577,2.61037841101538e-17,1.62822750825941e-16
"ENSMUSG00000121501.1",-8.30175669504728,1.86343890567668,196.690627237988,2.6541756685505e-17,1.65353206796193e-16
"ENSMUSG00000034673.15",-3.29385271603176,3.90803909129879,204.070375481509,2.65623583707086e-17,1.65380957102005e-16
"ENSMUSG00000068823.11",-1.11563541580396,8.1265733625541,203.776064784167,2.71960262407401e-17,1.69018022304405e-16
"ENSMUSG00000009927.10",-1.87926968470747,5.99467943978519,203.587184164069,2.76243991395897e-17,1.71531005553952e-16
"ENSMUSG00000082520.3",-8.12045403923159,1.70815226351564,196.242213416188,2.76338761144329e-17,1.71531005553952e-16
"ENSMUSG00000037692.15",-4.18374800514314,3.15186982088709,203.41284881591,2.81572092232336e-17,1.74673614091071e-16
"ENSMUSG00000074746.4",-2.08149935018225,5.55603412231974,203.077889274174,2.88115628320336e-17,1.78516652465631e-16
"ENSMUSG00000050379.16",-1.05221182311919,8.26463281827681,202.901581079024,2.92326986929239e-17,1.80883552848831e-16
"ENSMUSG00000027962.15",-6.54153272409305,1.9399797042871,194.303034200614,2.95595223719151e-17,1.82708888432803e-16
"ENSMUSG00000037926.16",-2.10536880859646,5.59967137855465,202.141461156769,3.11355301112899e-17,1.92102469517971e-16
"ENSMUSG00000114185.2",-9.56421093541319,1.79970505158484,214.951134927152,3.15863919483952e-17,1.94532667670153e-16
"ENSMUSG00000024542.10",-2.64136773983943,4.82268797369578,201.135204974931,3.38569888338713e-17,2.08141224271615e-16
"ENSMUSG00000069729.15",-2.53650927787264,4.73848180719099,201.02911335949,3.41591512478851e-17,2.09747018633596e-16
"ENSMUSG00000035236.18",-4.06462729655289,3.17532311988166,201.003177596927,3.43601300141412e-17,2.10854674418714e-16
"ENSMUSG00000026867.20",-1.46495158868899,6.63859636169291,200.349890945647,3.61459934221371e-17,2.21415828127708e-16
"ENSMUSG00000102930.2",-6.46645540130598,1.87911428035216,191.97538626028,3.63643203058756e-17,2.22487078000465e-16
"ENSMUSG00000028180.19",-1.68353045118364,6.35626995695925,200.133807166893,3.68054371314411e-17,2.25051514686698e-16
"ENSMUSG00000102630.2",-7.4451569965352,1.72962892922371,184.627200934161,3.6981741298133e-17,2.25994626715679e-16
"ENSMUSG00000026771.15",-2.31656156903558,4.93899629122993,199.673028746922,3.82589113504389e-17,2.33250014185303e-16
"ENSMUSG00000041685.18",-2.70745820179348,4.8433457371861,199.672703760834,3.82601077749765e-17,2.33250014185303e-16
"ENSMUSG00000030138.9",-1.86222861291108,5.98587291778751,199.250749031064,3.96348419556515e-17,2.41057037594883e-16
"ENSMUSG00000042207.18",-1.65521885118374,6.54041291504554,199.030033087189,4.03761226884737e-17,2.45274168787276e-16
"ENSMUSG00000024795.12",-2.85403413447538,4.21593171522916,199.000645361081,4.0490434883891e-17,2.45822782501963e-16
"ENSMUSG00000012889.9",-1.11950404723997,8.21578763996011,198.840905940504,4.10221233566597e-17,2.48903191598879e-16
"ENSMUSG00000036768.7",-5.32210156019915,2.30095040703229,198.41067483332,4.26662970959291e-17,2.58267266463656e-16
"ENSMUSG00000114749.2",-9.53870280323025,1.77767238296102,210.929704631371,4.28918761885018e-17,2.59326207746538e-16
"ENSMUSG00000059456.14",-1.21226084019892,7.70991641117376,198.243402430604,4.31408506897623e-17,2.60677635849289e-16
"ENSMUSG00000010376.17",-1.30453959449404,7.37174929294988,198.222300943365,4.32179085742725e-17,2.60989280434964e-16
"ENSMUSG00000028530.15",-0.841046154582583,10.0748659872555,197.995164157735,4.40534673091888e-17,2.65721797515142e-16
"ENSMUSG00000027720.8",-6.46733542439299,2.09331469968271,191.509548673051,4.65839160796751e-17,2.7999558009861e-16
"ENSMUSG00000021242.10",-1.27477502125393,7.56996256397461,197.290876053124,4.67583258956162e-17,2.8087904623044e-16
"ENSMUSG00000018547.9",-4.17255510120195,3.31622198158681,196.913250599538,4.8440280256431e-17,2.90641681538586e-16
"ENSMUSG00000020300.15",-5.42371976142848,2.37647598357784,196.731764942515,4.91610942680315e-17,2.94621373606307e-16
"ENSMUSG00000028413.14",-1.6795498823307,6.26876897009584,196.6409308068,4.94097683861089e-17,2.95938507491536e-16
"ENSMUSG00000064043.16",-3.19492282796779,3.82701824818864,196.179121582172,5.14230115161334e-17,3.07816764434973e-16
"ENSMUSG00000102992.2",-9.51248658928754,1.7552848604025,208.466908789348,5.18603509885474e-17,3.09914672331584e-16
"ENSMUSG00000121622.1",-9.66140908649942,1.88479416275699,208.460487884277,5.18642597516437e-17,3.09914672331584e-16
"ENSMUSG00000045038.15",-3.80077705613616,3.16426319399596,195.85704599149,5.29733553693649e-17,3.15988995744342e-16
"ENSMUSG00000032265.15",-1.91638689100612,5.62786259056986,195.694723732908,5.35543453825715e-17,3.192686876649e-16
"ENSMUSG00000024576.15",-0.997945848180991,8.39480482527896,195.68199435252,5.36092322232914e-17,3.19409980471757e-16
"ENSMUSG00000091191.4",-2.17606771144333,5.30727853858216,195.349817368537,5.51557847441421e-17,3.28242619029345e-16
"ENSMUSG00000086533.4",-2.95138354396984,4.15393382842311,195.24068473809,5.56906129746438e-17,3.3123301863316e-16
"ENSMUSG00000024853.11",-0.937768518187091,8.80268159190597,195.039293385248,5.66339171615061e-17,3.36648043858471e-16
"ENSMUSG00000119996.1",-5.74708743590529,2.12231415186725,193.312272746718,5.82180871627285e-17,3.45663564475748e-16
"ENSMUSG00000033039.11",-2.35011169060595,4.83389143420779,194.210545763455,6.0812535283017e-17,3.60649673635588e-16
"ENSMUSG00000021608.16",-1.74234947081675,6.0171299820942,193.866176152181,6.2630067025462e-17,3.71142958571214e-16
"ENSMUSG00000109005.2",-6.24617695812474,2.09017292008648,189.797525978461,6.26543815045527e-17,3.71142958571214e-16
"ENSMUSG00000085438.3",-1.37573485608037,6.95009046234056,193.777238695366,6.31089078133307e-17,3.73187894817629e-16
"ENSMUSG00000032187.17",-1.42166613729672,6.90093354618773,193.585080618957,6.41607664906183e-17,3.79189019271156e-16
"ENSMUSG00000039678.13",-4.46996462785826,2.86588159734939,193.370996528793,6.61421315508683e-17,3.90448248613252e-16
"ENSMUSG00000087141.2",-2.58259815842909,4.53875857522045,193.207134391654,6.6299530812318e-17,3.91151955403088e-16
"ENSMUSG00000036565.8",-3.0391952583542,3.9945849836574,193.104149744623,6.69076290256682e-17,3.94512341094355e-16
"ENSMUSG00000070601.6",-6.40113253612509,2.03635500962976,187.28694161802,6.79484150834273e-17,4.00188422820277e-16
"ENSMUSG00000034021.16",-2.45950198260049,4.99044334987104,192.667164509303,6.9452396411399e-17,4.08576360738397e-16
"ENSMUSG00000036403.16",-3.15350666809358,3.79820988294991,192.459976540619,7.07494963500252e-17,4.15729398518048e-16
"ENSMUSG00000025323.11",-3.5683425194844,3.61971942228645,192.406912563297,7.11070173087599e-17,4.17351330244309e-16
"ENSMUSG00000036792.13",-4.0980302341276,3.03822740155672,192.295271839797,7.20845850503162e-17,4.22604648016794e-16
"ENSMUSG00000106864.4",-2.06361792976328,5.39695253099702,191.751926399611,7.51752520113239e-17,4.39968532057131e-16
"ENSMUSG00000024236.19",-2.26392609997149,4.94736700671008,191.500467267485,7.68402694071498e-17,4.48943547785527e-16
"ENSMUSG00000080810.2",-9.66120681391007,1.88475901269257,203.416244229435,7.696765152365e-17,4.49431406445395e-16
"ENSMUSG00000093314.3",-9.4862246785586,1.7326500197297,203.352426247601,7.73961268583561e-17,4.51675858281073e-16
"ENSMUSG00000082035.2",-9.58907036549661,1.82139922987904,202.980292731622,7.96842264447297e-17,4.64499628484304e-16
"ENSMUSG00000005506.17",-1.27156771630569,7.14317188936469,190.864909481009,8.11951484322743e-17,4.72769022310036e-16
"ENSMUSG00000064945.3",-9.4589759083403,1.70959929892164,202.040962085656,8.58886505021646e-17,4.99529561864378e-16
"ENSMUSG00000064138.15",-1.54119566205639,6.50784180410205,189.732404192089,8.96325984118354e-17,5.20713030592182e-16
"ENSMUSG00000020171.9",-1.80236056406796,5.89696018226808,189.588921249914,9.07679174421629e-17,5.27009643108068e-16
"ENSMUSG00000103657.2",-8.17414459831625,1.7536955763515,182.989925833392,9.09369526511474e-17,5.27691937140539e-16
"ENSMUSG00000103772.2",-9.86105888979157,2.0614898077128,201.182842856397,9.18722574379805e-17,5.32817474903622e-16
"ENSMUSG00000035898.14",-2.57511412161191,4.5218715907253,189.349590592508,9.27108130810729e-17,5.37376427604046e-16
"ENSMUSG00000103123.2",-9.56353984767525,1.79958924537532,201.046829335985,9.29382538367092e-17,5.383900428708e-16
"ENSMUSG00000029714.12",-2.62024149779186,4.77305402878433,189.290892728419,9.31828619782403e-17,5.39494716148269e-16
"ENSMUSG00000104449.2",-8.2519616210983,1.82083936119273,182.711443071607,9.32342948235146e-17,5.39494716148269e-16
"ENSMUSG00000022914.18",-1.86699169926982,5.66049216605057,189.220509384074,9.37463078388597e-17,5.42151149003727e-16
"ENSMUSG00000040648.16",-2.03093842979549,5.32435360639333,188.696951930222,9.81597659235056e-17,5.6735458385358e-16
"ENSMUSG00000027374.13",-1.75662067515699,6.04448151548581,188.611933594551,9.88925259416135e-17,5.70945462623453e-16
"ENSMUSG00000119895.1",-9.43168941215583,1.68628854367012,200.182260685223,9.96392904446398e-17,5.74932739568451e-16
"ENSMUSG00000020962.15",-3.15118396894852,3.9144875662147,188.402163384684,1.00788969518246e-16,5.8078897283432e-16
"ENSMUSG00000034248.8",-3.0231027556676,4.03109732718404,188.364063743815,1.01116929693136e-16,5.82147045484598e-16
"ENSMUSG00000029475.18",-2.67363734121588,4.60054250568924,188.188273484097,1.02669449823423e-16,5.90753092748031e-16
"ENSMUSG00000102970.2",-8.11958506644588,1.70905915541585,181.33858629516,1.0596519279388e-16,6.08349498091322e-16
"ENSMUSG00000020137.6",-3.27398129667418,3.84426768518438,187.800855647737,1.06285552056079e-16,6.09846848267991e-16
"ENSMUSG00000037519.18",-1.93086007672284,5.60204133375208,187.493391935103,1.09141758464701e-16,6.25534353774745e-16
"ENSMUSG00000058173.13",-3.95125928578889,3.06729474882889,187.43073209484,1.10182762748792e-16,6.30794777011248e-16
"ENSMUSG00000051391.10",-1.87966220642327,5.77798777317764,187.179489016676,1.12214264386005e-16,6.41349607054388e-16
"ENSMUSG00000021952.18",-3.1372059594389,3.82407930893663,186.826237751206,1.15851176184332e-16,6.61766729771293e-16
"ENSMUSG00000108319.2",-9.40369509522549,1.66259550436009,197.995310964877,1.18839471704467e-16,6.77325469781389e-16
"ENSMUSG00000036894.4",-2.59276158027219,4.53307356456858,186.527387279582,1.18914142278742e-16,6.77374107463222e-16
"ENSMUSG00000039646.6",-9.40383518391647,1.66261943237473,197.822893744279,1.20509303360012e-16,6.85317204338281e-16
"ENSMUSG00000103821.2",-7.49954631643674,1.77557058212067,172.27312871541,1.2344807365991e-16,7.0086206786297e-16
"ENSMUSG00000022801.14",-2.41219734132425,4.81881398551951,185.913924188299,1.25568476582328e-16,7.12505449948038e-16
"ENSMUSG00000042351.10",-1.93722327159178,5.60856496552724,185.652485512609,1.28509109014078e-16,7.28787538495118e-16
"ENSMUSG00000056692.14",-1.63912363326331,6.23670100857176,185.454120529737,1.30799540580016e-16,7.41366294754027e-16
"ENSMUSG00000108414.3",-2.97073881951943,4.04318274841478,185.067710081663,1.35446675165443e-16,7.67281441949375e-16
"ENSMUSG00000078154.4",-6.20483888890488,1.87928348151958,179.438404314814,1.39982568402276e-16,7.92538123590996e-16
"ENSMUSG00000120869.1",-7.4162895432916,1.70741239880201,171.005005443703,1.40297554326253e-16,7.9388262508811e-16
"ENSMUSG00000105742.2",-9.45921475275231,1.70964022244596,195.323309332524,1.47669054704571e-16,8.3375218207509e-16
"ENSMUSG00000110620.2",-9.63797799409802,1.8639916635559,194.882078066442,1.5302258129835e-16,8.61130372339399e-16
"ENSMUSG00000056071.13",-8.27687406143656,1.84119202137923,177.373188005492,1.53904153936332e-16,8.65615785071891e-16
"ENSMUSG00000031631.16",-2.58344048307988,4.59953609901262,183.188564839986,1.60281349240401e-16,9.0049455782786e-16
"ENSMUSG00000083087.2",-5.71084914941579,2.31874789212253,182.255417221907,1.66231570042077e-16,9.31879441910756e-16
"ENSMUSG00000022897.16",-1.97325223653936,5.66036742180858,182.700132700066,1.67469906123482e-16,9.38307865709355e-16
"ENSMUSG00000035133.10",-3.89334943713333,3.27259181344991,182.602663424952,1.69373628601273e-16,9.47936996794663e-16
"ENSMUSG00000105824.2",-7.32855293816652,1.63732112567291,169.015024523665,1.71701604167744e-16,9.59916937710715e-16
"ENSMUSG00000039087.18",-3.39859866623415,3.60531682080773,182.214021234474,1.75164520301363e-16,9.78208842380894e-16
"ENSMUSG00000086784.3",-5.45246596367157,2.12190986881657,181.431279819628,1.79329603805435e-16,1.00092305295655e-15
"ENSMUSG00000045817.9",-1.38191339421985,7.03183486703891,181.630158583247,1.84491386540846e-16,1.02861229229795e-15
"ENSMUSG00000019564.13",-3.14945693679074,3.75511895427441,181.495271087088,1.86897998477661e-16,1.0414631667074e-15
"ENSMUSG00000052684.6",-1.63642172873508,6.46046938803706,179.832250891346,2.17325689000014e-16,1.20642260527812e-15
"ENSMUSG00000031198.5",-2.27519003970642,4.92204187071559,179.552258436929,2.22995556661964e-16,1.23655684425113e-15
"ENSMUSG00000038866.16",-2.14771831502352,5.1124971051503,179.482229755565,2.24421745449492e-16,1.24379194637105e-15
"ENSMUSG00000021936.15",-3.88103588194811,3.08056963995051,179.458983577393,2.25673617221084e-16,1.25005364390392e-15
"ENSMUSG00000000631.21",-2.0744249742701,5.27265493663856,179.243536939158,2.29382765845151e-16,1.26922651960348e-15
"ENSMUSG00000037331.16",-1.45251227277937,6.57407282918256,179.08268025377,2.32775796884365e-16,1.28730545987563e-15
"ENSMUSG00000018412.17",-1.53360390726174,6.46002466195596,178.92860712803,2.36093047773665e-16,1.30494603092168e-15
"ENSMUSG00000027381.18",-2.20355475668815,5.07264096958151,178.881746501956,2.37133543426794e-16,1.30928396322223e-15
"ENSMUSG00000022014.17",-1.2065769074027,7.30732373382448,178.786977692154,2.39182959656742e-16,1.31988786250235e-15
"ENSMUSG00000027806.10",-2.36913342451547,4.93454156720983,178.589123132138,2.43607089718502e-16,1.3435777129224e-15
