"","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000119584.1",-11.4373137876934,17.1473367750588,11139.9564345876,1.45215814616812e-50,1.31894763426367e-46
"ENSMUSG00000064337.1",-10.9002947059007,13.2645687347919,10808.0578637124,2.65611055128292e-50,1.31894763426367e-46
"ENSMUSG00000064339.1",-8.19483840795823,14.6000685859127,10606.3123831486,3.86334983674186e-50,1.31894763426367e-46
"ENSMUSG00000064363.1",-7.07538963938194,12.0949821991396,9376.87672407875,4.49958954996089e-49,1.15211990426748e-45
"ENSMUSG00000064345.1",-6.74064067255685,11.3472748907408,8236.29768529319,5.95635505205207e-48,1.22009976886235e-44
"ENSMUSG00000039001.13",-7.24580276944208,9.95427216553372,7555.08948883324,3.32227814846759e-47,5.67112879943418e-44
"ENSMUSG00000061983.8",-6.02615581022531,9.72746194725022,6221.08791111808,1.58342845707851e-45,2.31678203677116e-42
"ENSMUSG00000111966.2",-11.9883039159696,7.69541576516402,4422.94976645863,7.29825258363538e-45,9.13110747298784e-42
"ENSMUSG00000077704.3",-11.7478562305054,7.31702638483759,4399.88260444681,8.15304249107171e-45,9.13110747298784e-42
"ENSMUSG00000007892.9",-5.30001672352479,10.7716031984568,5702.95458702464,8.91535586114806e-45,9.13110747298784e-42
"ENSMUSG00000034892.9",-5.95992622195861,9.36600285352001,5595.02698640243,1.30328640959239e-44,1.21347812791321e-41
"ENSMUSG00000025362.7",-6.09399248677076,9.5893010773866,5317.5214758369,3.57976431788386e-44,3.05532884531388e-41
"ENSMUSG00000028234.7",-5.0418759811892,9.86238605180758,4978.81582887691,1.32223716631897e-43,1.04171946595684e-40
"ENSMUSG00000050621.8",-11.5455854456968,7.00092722058767,3801.07737652209,1.80988869113141e-43,1.29993204915983e-40
"ENSMUSG00000030795.19",-6.26914857500841,9.25853558950201,4888.23696964122,1.90382549671914e-43,1.29993204915983e-40
"ENSMUSG00000088252.3",-11.5434781117967,6.99806920553238,3698.83820130628,3.22841362125878e-43,2.06658826930828e-40
"ENSMUSG00000041841.9",-5.40413829342297,9.42081370842473,4647.13356746137,5.19351722326519e-43,3.12894137651071e-40
"ENSMUSG00000040225.16",-4.95865335439434,8.92001273894697,4563.28376059587,7.45281730596065e-43,4.24065304709161e-40
"ENSMUSG00000064368.1",-6.35674371166077,8.52082239725169,4523.81553721331,8.85745937915662e-43,4.77463678743801e-40
"ENSMUSG00000108366.2",-11.9508259928693,6.91614654687054,3451.31599889255,1.07238241636631e-42,5.49167035421188e-40
"ENSMUSG00000101609.4",-7.65253471945395,7.7321023997085,4425.0862174992,1.3804980606679e-42,6.732886255886e-40
"ENSMUSG00000064372.1",-10.7878685057144,7.16331144305307,3920.69882225093,2.18579787098277e-42,1.01758826339116e-39
"ENSMUSG00000028936.16",-5.08502591265222,8.83154209926746,4219.94764398575,3.51475793735519e-42,1.56513699106052e-39
"ENSMUSG00000025290.18",-4.64440810989367,9.01542674818668,4147.52621548448,4.95316854708161e-42,2.11376467746708e-39
"ENSMUSG00000092341.6",-4.02449902881941,12.2731540554597,3844.42137174442,2.22733784507691e-41,9.1249576837111e-39
"ENSMUSG00000008683.17",-4.86313056753924,8.89510000022237,3705.31531545896,4.62091723938863e-41,1.82028593714686e-38
"ENSMUSG00000057322.13",-5.03415563864735,8.31586841556506,3567.67912430107,9.77487040970571e-41,3.70793417541503e-38
"ENSMUSG00000024608.12",-3.89758987696108,10.8720971916738,3560.27532437294,1.01840195671416e-40,3.72516887166658e-38
"ENSMUSG00000086503.5",-5.54882326217526,7.71382374110482,3538.75510407746,1.14855653129279e-40,4.0563848253451e-38
"ENSMUSG00000055435.7",-4.58126403588443,8.22602580526913,3451.7002429068,1.87959754005373e-40,6.41694600174344e-38
"ENSMUSG00000067288.14",-5.70287269838193,7.997436356938,3347.68028824021,3.44329062722446e-40,1.13761879367848e-37
"ENSMUSG00000064341.1",-3.55796039285121,10.4894698982974,3319.67934058757,4.06424810706472e-40,1.3008134097674e-37
"ENSMUSG00000025508.14",-5.32236705793017,9.70727171380606,3303.58108013604,4.47451312154557e-40,1.34788127620205e-37
"ENSMUSG00000050299.9",-7.48544325841834,7.41488522147166,3265.02973432651,5.68001978265035e-40,1.662136074683e-37
"ENSMUSG00000079435.10",-5.48311557930247,8.07101383427176,3227.13467002079,7.1086511266918e-40,2.02241124554382e-37
"ENSMUSG00000046721.12",-6.66525593036024,7.14652167295771,3170.01875051102,1.01389011157417e-39,2.8065574385791e-37
"ENSMUSG00000029823.17",-5.59554975975004,7.41015290269519,3118.70067933188,1.3971142212266e-39,3.76559048784285e-37
"ENSMUSG00000059291.16",-4.42437242918279,8.70783602267795,3104.19207744753,1.53137311856365e-39,4.02162140521253e-37
"ENSMUSG00000047675.16",-3.8574236741599,9.04386295841602,3046.98052950156,2.21131507628411e-39,5.66207225282547e-37
"ENSMUSG00000034342.10",-4.85949224551616,7.89738575918865,3041.17150942792,2.29647895444108e-39,5.73671645155744e-37
"ENSMUSG00000040459.12",-4.37594170314938,8.02927893491652,2964.32317725266,3.80675133302961e-39,9.2830350364022e-37
"ENSMUSG00000022283.16",-3.41823629590996,10.45531371579,2938.47977079994,4.52481238832287e-39,1.07774717398146e-36
"ENSMUSG00000062006.13",-4.16441274315353,8.7483481597559,2926.98969291579,4.88883888209771e-39,1.13798835978284e-36
"ENSMUSG00000002028.14",-4.96441985768511,7.98285713080396,2898.18991588796,5.94306420524049e-39,1.32323616500159e-36
"ENSMUSG00000035621.14",-9.10781091873288,6.34128499555213,2791.82047716834,1.19936722505625e-38,2.61359981255875e-36
"ENSMUSG00000022141.8",-3.9879855251684,8.20654207309509,2782.19476483345,1.33057709922795e-38,2.83911888547765e-36
"ENSMUSG00000063316.14",-3.91587006872807,8.44082046458982,2757.70218868222,1.58410560785447e-38,3.31110400727459e-36
"ENSMUSG00000064367.1",-3.7396483074684,9.07971184688537,2752.08900291603,1.64902574578834e-38,3.37786433767284e-36
"ENSMUSG00000060730.9",-11.1097066502865,5.66739617306156,2183.09046137211,1.74033940901384e-38,3.49501102492544e-36
"ENSMUSG00000028649.23",-4.09985771162641,8.25005111781481,2687.55953990663,2.63309153169014e-38,5.18617758991739e-36
"ENSMUSG00000022961.19",-3.34298524643707,9.27406517216292,2680.63057821796,2.77044408005613e-38,5.35375250338395e-36
"ENSMUSG00000100865.5",-11.6202757348927,6.41440547997672,2124.07865023556,3.09867746888614e-38,5.87715826598738e-36
"ENSMUSG00000026786.15",-4.47864672734879,7.64559810008631,2655.9910339695,3.32397072447524e-38,6.18983784728643e-36
"ENSMUSG00000090733.7",-3.89745203729779,8.41634383115571,2645.64188083321,3.58969364060047e-38,6.56529326196964e-36
"ENSMUSG00000046330.11",-4.36812383095991,7.90965387147204,2636.79976156739,3.83478040923433e-38,6.89049490375053e-36
"ENSMUSG00000043991.6",-5.1655095499703,7.26184212499235,2606.00511711234,4.83485034878349e-38,8.53767884004146e-36
"ENSMUSG00000090862.4",-3.5923377954866,9.06494243183299,2570.66934390043,6.32580786859324e-38,1.09811735915478e-35
"ENSMUSG00000007836.7",-6.49723621845075,6.81413710063997,2567.9009424479,6.47670568413737e-38,1.10557366028225e-35
"ENSMUSG00000024073.17",-5.02241473351339,7.06454726463303,2498.11582597117,1.11220562020881e-37,1.86741146920962e-35
"ENSMUSG00000071415.7",-4.05705437676064,8.33390605339183,2476.57715127229,1.31874293531372e-37,2.17847824894889e-35
"ENSMUSG00000047888.11",-4.69315641550275,7.20720158179367,2472.94128941777,1.35757635319734e-37,2.20703127134081e-35
"ENSMUSG00000038900.18",-3.4890516327771,8.67880114536916,2463.0610047822,1.4687479930097e-37,2.32731416503212e-35
"ENSMUSG00000063870.13",-4.05131806803897,7.75491930833689,2462.36731637438,1.47701055191454e-37,2.32731416503212e-35
"ENSMUSG00000040481.18",-4.26382660621188,7.94109622625873,2458.34028761393,1.52539461392532e-37,2.36713509633684e-35
"ENSMUSG00000024205.8",-9.66995729760167,6.04214606108628,2352.9594851745,1.5699668625215e-37,2.39994038894704e-35
"ENSMUSG00000039218.18",-2.96327719135032,10.1919531101127,2390.93807287382,2.63664018267061e-37,3.97124540454594e-35
"ENSMUSG00000115681.3",-3.9274347943724,8.06547222913709,2383.81909592793,2.79617578572731e-37,4.15049744890132e-35
"ENSMUSG00000018474.19",-3.62831665901048,8.25637626503703,2366.08667637085,3.23871510184099e-37,4.73870286757935e-35
"ENSMUSG00000032011.6",-3.9738398484967,7.737418901394,2353.5967624915,3.59437557428991e-37,5.18501332843341e-35
"ENSMUSG00000062456.5",-7.13037044460626,6.18354910358201,2301.30913868305,5.67058951312144e-37,7.95591476621778e-35
"ENSMUSG00000024290.10",-3.38101722215088,8.81464810504815,2254.81522331256,8.35403190302104e-37,1.15522081255486e-34
"ENSMUSG00000053541.4",-4.23513307223104,7.60148178997742,2253.38541333817,8.45943770177843e-37,1.15522081255486e-34
"ENSMUSG00000031229.17",-3.36855290310246,8.72638031267539,2244.21345175871,9.16522952157765e-37,1.23513527315787e-34
"ENSMUSG00000025997.14",-4.94457240856128,6.73621935997936,2233.32339126901,1.0088570441131e-36,1.34191088906576e-34
"ENSMUSG00000112099.2",-9.78361279937515,5.664770348465,2044.85007600378,1.15737265628025e-36,1.51971932636184e-34
"ENSMUSG00000045962.17",-3.98771623940765,7.63018266875524,2180.10049263164,1.62037325372873e-36,2.10074213477084e-34
"ENSMUSG00000083022.2",-11.0465372993408,5.57824739861358,1737.55411728049,2.12039956916274e-36,2.7146415484206e-34
"ENSMUSG00000029817.12",-4.70194906972787,6.81327205424402,2147.51676640011,2.17858659624534e-36,2.75470171836355e-34
"ENSMUSG00000019820.12",-3.39087778858405,8.76414943811581,2129.06891461293,2.58051938307185e-36,3.22313164895389e-34
"ENSMUSG00000069862.7",-8.81299685762449,5.61215274655684,2100.1466120622,2.8795625190287e-36,3.55331076143277e-34
"ENSMUSG00000069972.7",-7.99354494996593,6.13495395218753,2122.45159271553,2.93995336224649e-36,3.5846431352534e-34
"ENSMUSG00000029178.16",-3.02167741448059,8.95866772888188,2092.58813251054,3.62353664061358e-36,4.36614850272521e-34
"ENSMUSG00000066406.17",-3.22377215848098,8.54532483669705,2088.54668700582,3.76376074274198e-36,4.4823764566469e-34
"ENSMUSG00000038467.16",-6.10498202992469,6.44209531877333,2068.96259276521,4.53683871277983e-36,5.3409542639415e-34
"ENSMUSG00000064349.1",-10.5177256610903,5.48130729125808,1674.20039868939,5.71044259186601e-36,6.64617648021496e-34
"ENSMUSG00000052707.9",-4.46030718229592,6.82151681460486,2032.45982872816,6.42368404663615e-36,7.39228898939859e-34
"ENSMUSG00000038274.14",-3.98068697326627,7.6024016399612,2025.779616343,6.85192257273145e-36,7.79748788776839e-34
"ENSMUSG00000029580.15",-2.48522244102963,12.694053130308,2009.68416308956,8.01251090814039e-36,9.0180370023268e-34
"ENSMUSG00000010608.16",-2.9991949752118,8.98744301600665,2007.23997609829,8.20620060105459e-36,9.13564201695664e-34
"ENSMUSG00000106258.2",-11.5412503439551,5.33111834151807,1816.83704867979,9.06685841616757e-36,9.98524342993422e-34
"ENSMUSG00000022443.18",-3.28192210450706,8.35072752841383,1993.81643478171,9.36107094353845e-36,1.01995838940128e-33
"ENSMUSG00000076609.3",-7.64851882338208,8.444875003194,1974.14751173423,1.13978275857335e-35,1.22880579087455e-33
"ENSMUSG00000064370.1",-2.72880445799069,10.6452260748162,1963.28952746034,1.26699118190048e-35,1.35172121719007e-33
"ENSMUSG00000058443.6",-9.35774277736783,5.6071047794127,1881.28470992368,1.35118863875791e-35,1.42668804517098e-33
"ENSMUSG00000045694.5",-13.2231163807524,5.84124218845555,2293.93579443584,1.3663917950189e-35,1.42801885352894e-33
"ENSMUSG00000019907.11",-3.04696180495848,8.75944335657752,1923.0365662536,1.90199433825258e-35,1.9676995972104e-33
"ENSMUSG00000028522.17",-4.8791102065167,6.47976618125006,1917.44292591774,2.01458722396234e-35,2.06334023478223e-33
"ENSMUSG00000039967.15",-4.52279228811667,7.26157647226993,1916.41552145306,2.03528451684294e-35,2.06389940806984e-33
"ENSMUSG00000026434.13",-4.07514284168176,7.17367296804283,1913.36610842268,2.09976594329622e-35,2.10841203835685e-33
"ENSMUSG00000037857.17",-4.37007991661659,6.90343827778672,1906.70288767079,2.24845974305975e-35,2.23579851343864e-33
"ENSMUSG00000073702.12",-4.30326650530209,7.32078712873438,1851.34235596011,4.00538989345322e-35,3.91289125571494e-33
"ENSMUSG00000024063.14",-3.85154803820934,7.19759549402136,1851.19940380261,4.01145852226195e-35,3.91289125571494e-33
"ENSMUSG00000033004.17",-3.20947024594287,8.11244992912074,1847.20256238906,4.18466179195478e-35,4.04333076162272e-33
"ENSMUSG00000063457.15",-3.38674608924241,8.29094182860424,1824.26402063433,5.34516133901113e-35,5.06899466982888e-33
"ENSMUSG00000030287.16",-3.57446159928151,8.18882605239926,1810.39883203908,6.20665443770272e-35,5.83197750008727e-33
"ENSMUSG00000049866.13",-4.45830067245157,6.71378667441764,1808.40816238585,6.34259922888896e-35,5.90553648202552e-33
"ENSMUSG00000031827.15",-3.34477741170712,7.91678071981924,1792.76992479363,7.51742592016166e-35,6.87441752449069e-33
"ENSMUSG00000043716.14",-2.96798591678467,9.09337341652725,1787.09131957969,7.99892149586495e-35,7.1925288714343e-33
"ENSMUSG00000038855.11",-4.19953697107769,6.79570138048856,1787.02614821101,8.00574391079389e-35,7.1925288714343e-33
"ENSMUSG00000052331.15",-3.73175623808922,7.3810713688582,1785.3117085903,8.15701079540156e-35,7.26470474491329e-33
"ENSMUSG00000079641.4",-4.90981562022023,6.37824059451956,1778.17392255046,8.82568852980193e-35,7.79247430364063e-33
"ENSMUSG00000057230.15",-3.72556026014911,7.29598892313324,1769.60086341713,9.69783619342228e-35,8.48933660624196e-33
"ENSMUSG00000019726.13",-4.19795004044261,7.87583303214046,1758.66705298736,1.09484411656753e-34,9.50287579820736e-33
"ENSMUSG00000032097.11",-4.53185842451166,6.8192134926318,1741.89920488476,1.32068072001314e-34,1.13667327179618e-32
"ENSMUSG00000022521.11",-3.99230319155356,6.86814970007901,1738.02896507371,1.37938913394854e-34,1.17730862582508e-32
"ENSMUSG00000060938.15",-3.84169644705316,7.93465513776816,1734.8416844608,1.42974212743626e-34,1.21019990654564e-32
"ENSMUSG00000099764.2",-7.585677306996,5.57636424342583,1738.38656837573,1.46557084455466e-34,1.22471590453346e-32
"ENSMUSG00000036371.7",-2.528597168617,9.76415911581995,1732.01219008217,1.4760629032314e-34,1.22471590453346e-32
"ENSMUSG00000032525.16",-3.44473210652321,7.91705167125335,1731.61397270817,1.48276481314342e-34,1.22471590453346e-32
"ENSMUSG00000026074.16",-4.0161370332186,7.15165762390062,1721.5354998902,1.66221263538853e-34,1.35535350968403e-32
"ENSMUSG00000006005.19",-2.67779671159157,9.10737818157422,1721.25456730335,1.66739447588545e-34,1.35535350968403e-32
"ENSMUSG00000030655.16",-4.29634218709658,6.65212922141885,1704.07680768814,2.02908496639317e-34,1.6363691516377e-32
"ENSMUSG00000035042.3",-3.65785856586466,7.93249471551498,1701.4920429831,2.09000117468067e-34,1.67232750242808e-32
"ENSMUSG00000027763.14",-2.58385648976737,9.40708953900435,1699.39267488362,2.14097943683264e-34,1.6998380924062e-32
"ENSMUSG00000044791.17",-4.41038343714454,6.60055102022768,1684.19818551067,2.55243462207822e-34,2.01092579994809e-32
"ENSMUSG00000017291.14",-4.97716947087102,6.12246796616917,1667.59153137601,3.09924015757842e-34,2.40472861317562e-32
"ENSMUSG00000002107.20",-2.79735927847968,8.75356815150102,1636.51586812796,4.47370949628733e-34,3.44190787881384e-32
"ENSMUSG00000063382.7",-5.272986366706,5.97596069536613,1627.38026627369,4.99514934628854e-34,3.7896533040509e-32
"ENSMUSG00000058603.11",-9.73536596349201,5.28065215145956,1460.86854591708,5.50081675076767e-34,4.14260037951195e-32
"ENSMUSG00000078193.3",-7.69869681740404,5.51143549244566,1621.14611982552,5.79357095581808e-34,4.32099340719313e-32
"ENSMUSG00000042524.15",-4.78853215656997,6.14353115649121,1614.63278637309,5.82207664706749e-34,4.32099340719313e-32
"ENSMUSG00000018501.18",-2.66415423935698,9.20633928322996,1604.99455465867,6.54130724225181e-34,4.81986106295993e-32
"ENSMUSG00000019943.11",-2.86902221755141,8.36999847502527,1603.23269516155,6.68317424482764e-34,4.88921932968034e-32
"ENSMUSG00000028053.14",-3.72888565012287,7.30381043365463,1601.01726865851,6.86653993201298e-34,4.98773772933879e-32
"ENSMUSG00000104291.2",-6.29712843877864,5.52553964146529,1600.87049767457,6.92529812693712e-34,4.9949931983162e-32
"ENSMUSG00000018654.19",-3.12137006895868,8.07341266435733,1594.95100597341,7.39447822553016e-34,5.2961011178937e-32
"ENSMUSG00000021488.9",-3.74141780387422,7.49065884888927,1584.10714713605,8.44846134582079e-34,6.00896813221504e-32
"ENSMUSG00000038056.16",-3.81362283361222,7.01670464847477,1579.97186733276,8.89091440585511e-34,6.28005140308745e-32
"ENSMUSG00000012848.16",-2.85797719762233,9.03017861394361,1573.63970799019,9.61524810017971e-34,6.74516240013976e-32
"ENSMUSG00000024483.20",-3.60372582552678,7.11749345878875,1557.46525592504,1.17643448420421e-33,8.19662720219016e-32
"ENSMUSG00000000184.13",-2.2027743360945,10.7050732487117,1548.38594220216,1.31851105691892e-33,9.12445286821865e-32
"ENSMUSG00000032212.11",-3.08393262716361,7.82343942982092,1543.11299520492,1.40928380089325e-33,9.68717093204605e-32
"ENSMUSG00000030779.17",-3.60803954130165,7.06149363008716,1523.75063601936,1.80303223045495e-33,1.23111040695464e-31
"ENSMUSG00000067870.6",-8.71319165922132,4.96649143825171,1480.62921530665,1.915375801356e-33,1.29915754685352e-31
"ENSMUSG00000038384.17",-6.37527684151162,5.53083405110192,1496.20506472404,2.59255510376835e-33,1.7469045639997e-31
"ENSMUSG00000039671.19",-3.69750367666577,7.15766099080803,1486.65732762918,2.91540927560776e-33,1.95160926802449e-31
"ENSMUSG00000013033.17",-4.18499728360489,6.46150930033647,1480.6374089658,3.1556724607087e-33,2.09872710016744e-31
"ENSMUSG00000102744.2",-8.30833180168033,5.09699937497206,1469.78243128287,3.37324801468617e-33,2.22895523654295e-31
"ENSMUSG00000022185.20",-3.78420858808272,6.97992423571854,1472.36835317784,3.51925140239821e-33,2.31052390149759e-31
"ENSMUSG00000034610.15",-4.29585938620292,6.38647482942205,1467.85081616374,3.73687099274726e-33,2.43777278393105e-31
"ENSMUSG00000061787.16",-3.63328464933491,6.99629457803513,1463.66538823329,3.95024596767167e-33,2.56065944309451e-31
"ENSMUSG00000080848.4",-11.1502102024292,4.82302666834214,1340.2360089003,4.14204793722681e-33,2.66810408635704e-31
"ENSMUSG00000081926.2",-9.35463510582618,4.79239911096563,1313.22573027533,4.71765133213304e-33,3.01988655898166e-31
"ENSMUSG00000070544.7",-3.01569394179309,7.82181001734371,1439.21193295286,5.4845001267654e-33,3.48895964585908e-31
"ENSMUSG00000061848.6",-7.12561052077319,5.23595068846367,1442.14789541597,5.52005180822663e-33,3.48989942097884e-31
"ENSMUSG00000022982.11",-4.1635130924499,6.57296357051604,1423.233241495,6.81737922448933e-33,4.28365632007483e-31
"ENSMUSG00000090272.10",-2.7757270328152,8.22544708979242,1421.96267692673,6.93596273012383e-33,4.33159330987368e-31
"ENSMUSG00000048874.16",-4.31935176516197,6.40888550430533,1420.9563101513,7.03350052637877e-33,4.36588559946493e-31
"ENSMUSG00000063511.12",-3.23804540382047,7.5758967317526,1414.78276020861,7.65461745445809e-33,4.72280674509396e-31
"ENSMUSG00000028809.17",-2.81465024263572,8.1322557120396,1405.79322974749,8.66554550310969e-33,5.26318462175468e-31
"ENSMUSG00000094483.3",-3.61619385105148,6.81312782838262,1405.64074025465,8.6846143436491e-33,5.26318462175468e-31
"ENSMUSG00000102212.2",-4.70637276767048,6.07800182536886,1404.97512410646,8.76798213820767e-33,5.28245135644253e-31
"ENSMUSG00000037270.19",-3.81829947390213,6.70205320518978,1388.1208259267,1.10857615212053e-32,6.63978769006928e-31
"ENSMUSG00000038608.16",-3.02760390460313,7.83830395703963,1379.0277724281,1.2596545452931e-32,7.50080340284413e-31
"ENSMUSG00000043279.10",-4.64345356552768,6.41905423667973,1363.49656466205,1.57054248228109e-32,9.29797462631385e-31
"ENSMUSG00000024991.9",-2.58291252605357,8.30359529120818,1360.06473899182,1.64896216168109e-32,9.70613244824007e-31
"ENSMUSG00000021413.10",-2.9336106961102,7.59645007119533,1350.01712741705,1.90474958016758e-32,1.11133790298838e-30
"ENSMUSG00000003119.15",-5.1492215785933,5.77862321770382,1349.89459059348,1.90973902485798e-32,1.11133790298838e-30
"ENSMUSG00000041297.9",-3.79212316436377,6.48895782973535,1339.62203773791,2.21384549713149e-32,1.27383177424836e-30
"ENSMUSG00000060019.7",-8.99519207998193,4.89074890310722,1268.66461413227,2.44480594235508e-32,1.39886605930731e-30
"ENSMUSG00000058546.9",-5.04212420405445,5.90473869512185,1321.28058515117,2.89557596310163e-32,1.64758272300483e-30
"ENSMUSG00000039997.17",-2.97690889648479,7.79076352143619,1308.3489477123,3.50297502635287e-32,1.97128957252231e-30
"ENSMUSG00000028266.18",-2.73038471478288,8.11404388342739,1304.18290353163,3.72682118049142e-32,2.08579795249143e-30
"ENSMUSG00000042390.10",-4.52873477578857,5.80987525508797,1290.95501878254,4.54477134407504e-32,2.5160836814063e-30
"ENSMUSG00000033161.11",-3.85957572375357,6.70979695667034,1280.72876404445,5.30185132510501e-32,2.91943877804976e-30
"ENSMUSG00000070691.11",-3.25570723256907,7.09275213855643,1277.78676797788,5.54363536553693e-32,3.03625205421547e-30
"ENSMUSG00000073902.6",-4.23685231203274,6.38275138358295,1277.39076008022,5.57767113094228e-32,3.03864402782505e-30
"ENSMUSG00000037608.17",-2.67644106879663,8.04728561285227,1274.89617564139,5.79243072370188e-32,3.12242502485024e-30
"ENSMUSG00000020143.16",-2.42258891100364,8.68029606883444,1271.74751898916,6.07718550842206e-32,3.25360464682324e-30
"ENSMUSG00000104388.2",-5.57550225653595,5.43691519741185,1271.66449766003,6.0993174398561e-32,3.25360464682324e-30
"ENSMUSG00000037210.17",-4.61913265458842,5.70271214852445,1252.54011798928,8.16924212236618e-32,4.31285452666363e-30
"ENSMUSG00000025967.17",-2.59570127927197,8.26632423308781,1246.30524235757,8.99486782196644e-32,4.72438134526053e-30
"ENSMUSG00000069769.14",-6.1337203038424,5.02410707296402,1246.59376198737,9.04127735976239e-32,4.72452871013706e-30
"ENSMUSG00000022812.15",-3.80698736272819,6.53386692346875,1245.61034452455,9.09384867895707e-32,4.72787807968925e-30
"ENSMUSG00000026234.13",-2.12541542229578,9.79380775386831,1241.40800533361,9.70859340485285e-32,5.02199058851025e-30
"ENSMUSG00000040407.19",-3.23253491519212,6.92264360596032,1234.61917169706,1.07989852829936e-31,5.530160363421e-30
"ENSMUSG00000036202.17",-3.39963977901438,6.73668771884377,1225.98370251638,1.23735885175943e-31,6.2521865339735e-30
"ENSMUSG00000058600.14",-3.92829475992434,6.53111517496043,1225.89148363964,1.23920510290629e-31,6.2521865339735e-30
"ENSMUSG00000035649.18",-3.20030290881153,7.06976709562463,1216.86822464043,1.42990522253642e-31,7.17896533785195e-30
"ENSMUSG00000062083.2",-7.8822322996722,4.82032925595846,1215.27540441801,1.47516225805509e-31,7.3700545595123e-30
"ENSMUSG00000034647.16",-3.33326117862108,6.98910798274095,1212.64098862311,1.52968627209781e-31,7.60536252370183e-30
"ENSMUSG00000042772.16",-3.64929327817912,6.56732754059332,1211.41855611605,1.55994422381228e-31,7.71833272477556e-30
"ENSMUSG00000002748.8",-3.20256119830018,7.10746365562032,1207.17981238063,1.66950497206424e-31,8.22070669417399e-30
"ENSMUSG00000035569.18",-2.23731091471624,9.05011308846331,1204.23074196715,1.75042424625311e-31,8.57791633020302e-30
"ENSMUSG00000029647.16",-5.14742976748247,5.44561709158585,1203.13845521523,1.78372006439443e-31,8.69945757120371e-30
"ENSMUSG00000021188.15",-3.5611396120283,6.48660957437021,1199.75652712279,1.88155124360465e-31,9.13310324028382e-30
"ENSMUSG00000032410.14",-4.08095530936933,6.08492629656759,1195.72993450237,2.00834571514567e-31,9.70258340307639e-30
"ENSMUSG00000022858.17",-2.93413804619375,7.38003450068971,1186.0472593377,2.35050956158281e-31,1.12494948269772e-29
"ENSMUSG00000061755.11",-2.79619379241967,7.51955391983783,1184.95677372709,2.39272394727401e-31,1.13982691478979e-29
"ENSMUSG00000107176.2",-6.75003491977239,4.98815580845266,1185.4555170871,2.45049041369695e-31,1.1619408711613e-29
"ENSMUSG00000078671.12",-3.53480655794724,6.900061520998,1178.82828864765,2.64564059220937e-31,1.2486935919543e-29
"ENSMUSG00000031902.11",-3.05622615724712,7.32490502934639,1176.23493312801,2.76079369236397e-31,1.29706646776109e-29
"ENSMUSG00000026238.15",-3.15105667133683,8.01613460803974,1172.82655835091,2.92024841353992e-31,1.36571617586648e-29
"ENSMUSG00000034269.13",-4.3108408067434,6.09206051523144,1171.42228231712,2.98955009544856e-31,1.39177145807201e-29
"ENSMUSG00000056342.17",-4.10538983549764,6.14415404746393,1167.095148058,3.21132597911275e-31,1.48825342434718e-29
"ENSMUSG00000046364.15",-3.75532996693641,6.64089788251384,1161.91416371088,3.49985656814105e-31,1.61466355724778e-29
"ENSMUSG00000034724.19",-3.18203501976984,7.22147855243114,1155.34346864149,3.90559771877925e-31,1.79377272805996e-29
"ENSMUSG00000024298.16",-3.81666009257056,6.19373096387119,1151.11627313428,4.19311088758062e-31,1.9172250763661e-29
"ENSMUSG00000102642.2",-8.96934189775508,4.33275243778789,1044.96701982481,4.63030267744485e-31,2.1077137787729e-29
"ENSMUSG00000104488.2",-10.7315335389669,4.31547064503557,1055.94798335462,4.84376716778866e-31,2.19512669612794e-29
"ENSMUSG00000038733.15",-2.9203098038279,7.8994898319182,1136.23081410868,5.39288709924184e-31,2.43321364186938e-29
"ENSMUSG00000020315.19",-3.1154128268663,6.92319411212697,1132.59305242531,5.73835746018574e-31,2.57773057487817e-29
"ENSMUSG00000057110.16",-3.06255024342123,7.23286726861092,1116.00177402401,7.63270899686948e-31,3.39887850199727e-29
"ENSMUSG00000025261.19",-3.34617173069405,6.68573330343496,1114.97499239218,7.77018688693032e-31,3.44511922493248e-29
"ENSMUSG00000083337.2",-7.5743726039,4.75943222492866,1114.20424265227,8.32834391560334e-31,3.67667665446592e-29
"ENSMUSG00000026219.15",-3.07243340840139,6.99066247850354,1107.25419037404,8.88665753374915e-31,3.90631529874072e-29
"ENSMUSG00000021244.16",-4.39324022183317,5.73074012774081,1105.71354195457,9.13204134634546e-31,3.98435374829073e-29
"ENSMUSG00000096054.4",-5.13575384133252,5.44564086800065,1105.69668045613,9.14199502878657e-31,3.98435374829073e-29
"ENSMUSG00000039219.19",-2.60921538321429,7.7079269240568,1103.28512557358,9.52459679070836e-31,4.13351357332352e-29
"ENSMUSG00000041417.16",-2.99405123266434,7.03454621201806,1097.80382850799,1.04872168667587e-30,4.53207068140687e-29
"ENSMUSG00000024456.18",-3.21153802013814,6.73850942233602,1085.61685262167,1.30109930674061e-30,5.59910046203249e-29
"ENSMUSG00000041453.13",-2.79621814090981,7.68937616850078,1083.16866369136,1.35896059362786e-30,5.82362945604038e-29
"ENSMUSG00000048251.16",-2.26671638714736,8.67510320484794,1082.41099135614,1.37742986202549e-30,5.87818193619379e-29
"ENSMUSG00000115358.2",-10.8481833382285,4.45454254240655,998.558189273149,1.47037063039054e-30,6.2487701230124e-29
"ENSMUSG00000120144.1",-6.98316441318685,4.62724240240243,1081.12087921728,1.50267355384898e-30,6.35966220600053e-29
