"","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000028889.18",2.88524501667733,6.01582758123054,129.579659234645,4.10658669638147e-14,1.67768890882884e-13
"ENSMUSG00000016946.7",2.91547615559225,6.04312278355176,129.537989121367,4.12690906583737e-14,1.68464737554031e-13
"ENSMUSG00000074064.7",2.06513940589031,6.47491342272631,129.380291261437,4.13795478171645e-14,1.6884833814478e-13
"ENSMUSG00000004270.14",1.89848359872617,6.81084449707311,129.327358786906,4.16025020674149e-14,1.69690492303649e-13
"ENSMUSG00000037321.18",0.952680598511757,8.62567060328067,129.254014913005,4.1940300334883e-14,1.71000221349471e-13
"ENSMUSG00000029500.17",2.16815930138381,6.56812622383842,129.227449377316,4.21390586484324e-14,1.71742235844506e-13
"ENSMUSG00000037868.16",4.28432367754895,5.62293627134265,127.462251577331,4.25458557247449e-14,1.7333120697408e-13
"ENSMUSG00000025225.16",1.42663356068313,7.30403115605337,128.727436308756,4.46639229365487e-14,1.81815540030259e-13
"ENSMUSG00000051695.7",1.17295899640564,8.13283003532309,128.5658555923,4.55290739420309e-14,1.85116623784947e-13
"ENSMUSG00000050732.10",1.60006686675333,7.15407388662034,128.551126298261,4.56186154447614e-14,1.85407087057637e-13
"ENSMUSG00000016194.15",1.63772768400985,6.91243066669532,128.506668963586,4.58679886052557e-14,1.86272775295412e-13
"ENSMUSG00000023051.13",5.20127823433911,5.55748871161627,122.027893321304,4.64124160958874e-14,1.88274208766954e-13
"ENSMUSG00000026021.16",1.6848809548547,7.02249686098642,128.378561571149,4.6574313026528e-14,1.88822991586388e-13
"ENSMUSG00000005469.11",6.47356634905231,5.32049751054299,122.958926314149,4.65881370570985e-14,1.88822991586388e-13
"ENSMUSG00000033055.13",1.7508814873486,6.92027805826875,128.361231653968,4.66759490058458e-14,1.89104062388399e-13
"ENSMUSG00000032872.17",1.79002355699663,6.71802068741616,128.308462837197,4.69821383115717e-14,1.90269300350778e-13
"ENSMUSG00000001783.4",1.34435190933108,7.49406620391102,128.214258819802,4.74891801321611e-14,1.92145636140799e-13
"ENSMUSG00000003527.10",2.35346895448164,6.40275493800317,128.16821607415,4.78866864817442e-14,1.9362630988789e-13
"ENSMUSG00000022769.10",2.20434376541493,6.3372345734284,128.152007512175,4.79623878444393e-14,1.93855870679853e-13
"ENSMUSG00000023452.20",2.33625124383657,6.3897883140338,127.995137433283,4.88902850891834e-14,1.97450433707972e-13
"ENSMUSG00000004530.13",1.7969454907644,6.79529698475827,127.959437003575,4.89853600145956e-14,1.977564277767e-13
"ENSMUSG00000031897.10",1.04827994140994,8.18528346817217,127.801024751058,4.98978713021686e-14,2.01281606095632e-13
"ENSMUSG00000031792.16",2.05470294232259,6.59093064289917,127.615161645488,5.10868457757031e-14,2.05915574354487e-13
"ENSMUSG00000025503.6",1.12981225071452,7.98385568030936,127.569814312715,5.130417821615e-14,2.06710225527069e-13
"ENSMUSG00000046756.11",2.68820296594599,6.01665609388101,127.58573202923,5.18598385165764e-14,2.08866876164678e-13
"ENSMUSG00000036931.16",1.56252483904377,7.08795380952459,127.428933635456,5.21923112852846e-14,2.10123290952785e-13
"ENSMUSG00000038622.9",5.43800669690102,5.24261108887925,118.340423316365,5.46773852904584e-14,2.19955137527445e-13
"ENSMUSG00000000148.18",2.77637179200991,6.25519968629757,126.974617993731,5.56221942977875e-14,2.23668046328206e-13
"ENSMUSG00000029084.6",2.26003300077926,6.35318401986054,126.792899544734,5.64918170490459e-14,2.2698673605976e-13
"ENSMUSG00000029345.14",3.32601758296812,5.77517994188267,126.832448016866,5.72681164150884e-14,2.30015705224838e-13
"ENSMUSG00000024896.10",3.21654465963826,5.95208343588657,126.743223339212,5.81094068567712e-14,2.33120464170408e-13
"ENSMUSG00000039630.11",0.738664700681215,9.61657030438749,126.530498904564,5.81550329404486e-14,2.33212156372778e-13
"ENSMUSG00000029464.11",3.13814939533523,5.8821245868215,126.616862046544,5.90026121997649e-14,2.36518494774948e-13
"ENSMUSG00000022365.7",1.41679846873929,7.20756899628448,126.341113278874,5.95141262033157e-14,2.38475618378075e-13
"ENSMUSG00000022678.17",1.95819052882312,6.80508048403977,126.267684886773,6.00794448437874e-14,2.40646724321498e-13
"ENSMUSG00000031311.18",1.34195341240869,7.5070250659028,126.120844922579,6.11208694178002e-14,2.44722417739292e-13
"ENSMUSG00000026975.11",4.23938021241247,5.57960892082968,124.108273555273,6.42521895811069e-14,2.56958580901873e-13
"ENSMUSG00000009894.16",2.43447686828151,6.36968992436319,125.488943757156,6.62295370392855e-14,2.64659741847976e-13
"ENSMUSG00000025139.15",2.74852343084055,6.17776530065848,125.515368050505,6.64489053332854e-14,2.65432795797e-13
"ENSMUSG00000030036.9",1.27094130448867,7.8836649038089,125.313368305189,6.74228995379761e-14,2.69218454997252e-13
"ENSMUSG00000027649.16",1.7140970952011,6.77521423653434,125.1317757463,6.89661793745445e-14,2.75166189775646e-13
"ENSMUSG00000026209.16",2.19193842628557,6.38729899147567,125.133555942317,6.90690333616833e-14,2.75469252215872e-13
"ENSMUSG00000059895.14",1.50552972535043,7.26276540801315,125.045185704698,6.96748823249008e-14,2.77669317031764e-13
"ENSMUSG00000058355.9",1.8788066253966,6.79624020795307,125.032098750918,6.98189931552695e-14,2.78135405638378e-13
"ENSMUSG00000053411.17",2.28649622811628,6.27482422551749,124.804498189868,7.19792309409733e-14,2.86406869967929e-13
"ENSMUSG00000028672.14",1.96303346891111,6.60371646423828,124.746287242251,7.23296688922496e-14,2.87689502444435e-13
"ENSMUSG00000028062.16",2.60038323946076,6.23687984830668,124.758408589536,7.2625316361762e-14,2.88753295876229e-13
"ENSMUSG00000026248.10",2.48455416266926,6.1334692482175,124.718815793967,7.29776216820589e-14,2.90041444030907e-13
"ENSMUSG00000024516.14",0.974152874112146,8.41806628064647,124.398131790163,7.5403596163356e-14,2.99334741048485e-13
"ENSMUSG00000050017.12",2.8088690916331,6.07164287905792,124.429954233514,7.61579468054481e-14,3.02212201155133e-13
"ENSMUSG00000029408.14",1.14216059733117,7.91924116498448,124.289518868526,7.64153199047689e-14,3.03116075315508e-13
"ENSMUSG00000005936.20",1.8613224624254,6.76035054896936,124.272868502027,7.66203038475961e-14,3.0381151839221e-13
"ENSMUSG00000073775.5",2.31859373168133,6.37189388984304,124.217710898761,7.73096198800406e-14,3.06189144165265e-13
"ENSMUSG00000008373.17",1.62414898885373,6.90070070681027,124.003937897275,7.91686642120172e-14,3.13430791982791e-13
"ENSMUSG00000021576.7",1.72372712161114,6.95591624087353,123.472720848429,8.45200273055669e-14,3.33071996792465e-13
"ENSMUSG00000039033.12",2.3683867384326,6.27602198234973,123.429363742713,8.52650474341913e-14,3.35749563945016e-13
"ENSMUSG00000042262.6",10.226515775579,5.24221753471451,129.231240037895,8.57899062287477e-14,3.3758065329588e-13
"ENSMUSG00000028458.13",5.16859532712856,5.52355140156306,117.367021722905,8.58210557480395e-14,3.3758065329588e-13
"ENSMUSG00000059119.10",1.08326103777694,8.33127356615551,123.345212550143,8.58289417284194e-14,3.3758065329588e-13
"ENSMUSG00000027367.17",1.43793644803727,7.16310481906788,123.318515882542,8.61263073029052e-14,3.3862020706194e-13
"ENSMUSG00000029777.11",1.54950686068345,7.06261582733351,123.261348508343,8.67416796095795e-14,3.40647347607866e-13
"ENSMUSG00000052833.10",1.2411770506036,7.53713820755522,123.069276136932,8.8810693314839e-14,3.47972119713306e-13
"ENSMUSG00000019715.15",1.83393649990403,6.61986605180795,122.908633894671,9.06572599635545e-14,3.55071379176568e-13
"ENSMUSG00000046862.15",2.9234773632922,5.98332324000306,123.043435856341,9.07621255034117e-14,3.55346211546614e-13
"ENSMUSG00000020432.13",3.10918786991283,5.85349840243748,122.978410795144,9.20155779917332e-14,3.59840988847397e-13
"ENSMUSG00000026000.17",2.51644870487146,6.11705764083769,122.821274280388,9.2231464764517e-14,3.60547580961139e-13
"ENSMUSG00000025287.16",3.25764801821787,5.90218223537862,122.585274914429,9.66170109111306e-14,3.77115634813948e-13
"ENSMUSG00000009995.18",1.59834330345439,7.24425839199108,122.046548052101,1.00829231322832e-13,3.92509687270407e-13
"ENSMUSG00000072772.4",4.97060777358052,5.33710663178849,115.840668348511,1.05353074436941e-13,4.09342256594519e-13
"ENSMUSG00000078920.4",0.77644949936401,9.2860538546739,121.681199758591,1.0550239136581e-13,4.09766967147754e-13
"ENSMUSG00000099974.2",4.74225057498846,5.50508260477155,117.807788374779,1.06634347316866e-13,4.14006438672988e-13
"ENSMUSG00000017561.17",1.0682664067151,8.00627357298728,121.461429022516,1.08437793542048e-13,4.20530057348602e-13
"ENSMUSG00000024480.10",4.05449708012698,5.61749350067205,120.291411589691,1.11932970241005e-13,4.33428159247021e-13
"ENSMUSG00000020739.12",1.91811993625675,6.58623726523222,121.109112112829,1.1342660704391e-13,4.38879980862758e-13
"ENSMUSG00000009013.6",1.56372856973801,7.05022844141029,120.99595919774,1.14961622733485e-13,4.43980746620044e-13
"ENSMUSG00000020537.10",2.16599704893213,6.33289460114715,120.996251303101,1.15192843742311e-13,4.44706033022522e-13
"ENSMUSG00000032763.12",1.53154654272741,7.1650243666577,120.949177198542,1.15631299770956e-13,4.46230509515499e-13
"ENSMUSG00000026285.9",2.67472599359022,6.00429423737071,120.9594125203,1.16871720606865e-13,4.5067777200885e-13
"ENSMUSG00000021550.7",1.6092412421919,7.03809188723545,120.843786040159,1.17176602175101e-13,4.51683387082194e-13
"ENSMUSG00000032018.15",1.62965381971404,7.22873699413527,120.783881561403,1.1805221365226e-13,4.54887423711981e-13
"ENSMUSG00000020101.15",1.03049274932686,8.03445443276559,120.744402598001,1.18616869021419e-13,4.56719538540367e-13
"ENSMUSG00000037149.11",1.72953342260326,6.82190105616592,120.459628020739,1.22988374870247e-13,4.72840441224125e-13
"ENSMUSG00000033916.6",1.20499306477637,7.66391395071546,120.416736423288,1.23601835254833e-13,4.75020636652908e-13
"ENSMUSG00000028098.14",1.55374682131302,6.99244639844918,120.13694635776,1.28055975757063e-13,4.91674762201497e-13
"ENSMUSG00000070000.14",1.31194150254531,7.64979803802144,120.115918984161,1.28371451728254e-13,4.92611618059491e-13
"ENSMUSG00000058594.16",2.69062809195509,6.22682141625569,120.033229980371,1.30724449955514e-13,5.01077775615409e-13
"ENSMUSG00000020780.16",1.52024063099986,7.09780821004675,119.962166467521,1.30899540446495e-13,5.01561202114853e-13
"ENSMUSG00000026927.18",1.48376793414275,7.10226224853391,119.882737767713,1.32215335292679e-13,5.06413412141968e-13
"ENSMUSG00000005378.18",1.97251768725187,6.65574823019521,119.867503051209,1.32565380196276e-13,5.07564345409444e-13
"ENSMUSG00000024429.10",1.46792426032166,7.20993376444336,119.680196643039,1.35632961824264e-13,5.18727705378681e-13
"ENSMUSG00000005514.15",1.43890182434776,7.21634228366672,119.506137449415,1.38647155327854e-13,5.29464640144623e-13
"ENSMUSG00000032204.14",1.82673168792089,6.63418790006267,119.425954446344,1.4014260506845e-13,5.34798259298075e-13
"ENSMUSG00000027901.13",1.25737797215956,7.44632591167267,119.406420277444,1.40397251444019e-13,5.35548845173051e-13
"ENSMUSG00000055817.19",1.87279308982085,6.58952460961429,119.407209099758,1.40494366509166e-13,5.35719769838748e-13
"ENSMUSG00000020918.15",2.30250091486639,6.39120025094937,119.394365127775,1.40960330949401e-13,5.37296505241445e-13
"ENSMUSG00000028015.4",1.59397280497779,6.90328598525952,119.289138583753,1.42528998980283e-13,5.4307366352532e-13
"ENSMUSG00000024644.18",2.38351612030273,6.25005633049459,119.286449607137,1.43103177931341e-13,5.44856040287283e-13
"ENSMUSG00000007721.7",2.29504591311733,6.28372987343505,119.136385537807,1.45725688032794e-13,5.54634892914113e-13
"ENSMUSG00000026309.15",1.54770889764722,7.06134282225559,119.064118036788,1.466360014759e-13,5.57892246328442e-13
"ENSMUSG00000017210.15",3.00073642161405,5.83765685458728,119.081352467131,1.49643766286677e-13,5.6891293775358e-13
"ENSMUSG00000022247.13",1.67921971077046,6.79333053948064,118.724447167508,1.5312729382514e-13,5.81940535568491e-13
"ENSMUSG00000028796.18",1.74091006100419,7.00038263082715,118.579748333596,1.55952256775463e-13,5.91798078508445e-13
"ENSMUSG00000045211.6",2.79256302881935,5.93018391362913,118.646643740074,1.57133260870963e-13,5.96009640383561e-13
"ENSMUSG00000005881.14",1.70757216257007,6.73394488248912,118.519579107771,1.57178484541691e-13,5.96009640383561e-13
"ENSMUSG00000022724.16",3.03984407290439,6.02252219588104,118.579917695575,1.58995763555311e-13,6.02677501973908e-13
"ENSMUSG00000058755.4",5.49252186484672,5.29262480616805,110.57898518756,1.6055961257135e-13,6.08380152406871e-13
"ENSMUSG00000005150.17",4.95156472985622,5.32024418276863,112.748294511279,1.60672162269893e-13,6.08581466704233e-13
"ENSMUSG00000026553.18",1.08396137310683,8.05811400104387,118.150039656548,1.64669446479713e-13,6.2349148644925e-13
"ENSMUSG00000060743.13",2.33051971784883,6.28093439915367,118.161023413014,1.64992622579573e-13,6.24484272158161e-13
"ENSMUSG00000038212.17",2.04681426066977,6.43233522353633,118.134713739226,1.6524084967611e-13,6.2519275300433e-13
"ENSMUSG00000035212.15",1.81215144718691,6.64104251898714,118.03321015138,1.67259008144241e-13,6.32594815883793e-13
"ENSMUSG00000021583.8",1.35804244091746,7.25755764595964,118.005285578229,1.67756393270494e-13,6.34241779208712e-13
"ENSMUSG00000036599.11",2.99178274959688,5.90355501744526,118.046252484266,1.70435189748272e-13,6.44131813063395e-13
"ENSMUSG00000023456.17",1.97670134632855,6.52246494973266,117.841022909652,1.71486481288496e-13,6.47865931891101e-13
"ENSMUSG00000000605.10",1.26526857726529,7.46834744757884,117.751515569663,1.73275019846458e-13,6.53658472658351e-13
"ENSMUSG00000039048.16",2.30720504404908,6.14238583507482,117.60929963891,1.77200439265347e-13,6.67974567153363e-13
"ENSMUSG00000000378.16",1.10919767565295,8.12356562888383,117.526589257482,1.78319932945053e-13,6.71700166687472e-13
"ENSMUSG00000002205.17",1.59919860329947,7.04262726042292,117.461720549856,1.79848906897382e-13,6.77210479574627e-13
"ENSMUSG00000012126.17",2.90651197714404,5.82680591166486,117.489639295144,1.82984388677091e-13,6.8800517945329e-13
"ENSMUSG00000033294.12",1.91921228421776,6.52062913682803,117.307678170092,1.83580424227717e-13,6.89992919244139e-13
"ENSMUSG00000021629.11",2.09069112476614,6.5482152239032,117.304566510775,1.83701921779373e-13,6.90196288651628e-13
"ENSMUSG00000053286.12",1.74935189408986,6.73656096810744,117.292020999425,1.83856414894355e-13,6.90523432837545e-13
"ENSMUSG00000058709.12",1.66628216486764,6.79869816371696,117.154391071587,1.871081667494e-13,7.02478681762227e-13
"ENSMUSG00000028599.11",1.49717882443291,7.42824832653333,117.093653142905,1.88514101265795e-13,7.07497773970052e-13
"ENSMUSG00000004100.13",2.06118809371023,6.4160597514423,117.022187050692,1.9053275418444e-13,7.14811893171075e-13
"ENSMUSG00000059796.17",1.14746521095203,7.80114550414183,116.805084204432,1.95616054494013e-13,7.33077069201493e-13
"ENSMUSG00000035206.11",2.63386858509251,5.96692666743064,116.857103795217,1.96610986142799e-13,7.36536108293544e-13
"ENSMUSG00000023947.9",2.08369905877038,6.40998733403627,116.748171259399,1.9737850588911e-13,7.38642383275688e-13
"ENSMUSG00000030754.10",1.2014714231268,7.64126560642422,116.666701150932,1.99134857086804e-13,7.44901097985043e-13
"ENSMUSG00000001436.16",2.49799698283776,6.00434527223254,116.606037471658,2.02397884457677e-13,7.5655442796187e-13
"ENSMUSG00000029071.17",2.4397310426007,6.0935053944468,116.137593977927,2.14506444386954e-13,7.99481442289368e-13
"ENSMUSG00000009549.15",1.3094416257901,7.40980998107253,116.078886405986,2.14826156037321e-13,8.00381771602124e-13
"ENSMUSG00000033594.12",4.57973896902572,5.35328196958582,112.07440453891,2.29634168897654e-13,8.53379229989034e-13
"ENSMUSG00000012405.17",2.53369441072597,6.13292640266839,115.346601308488,2.3778748870538e-13,8.83038237607143e-13
"ENSMUSG00000026857.10",3.70124018724262,5.46678735351933,114.771305938277,2.39198593658741e-13,8.87956504622264e-13
"ENSMUSG00000019297.10",2.24428905754957,6.19943016376726,115.169625555867,2.42466166089025e-13,8.99095373854536e-13
"ENSMUSG00000033545.15",1.23291647339244,7.71743255227028,115.141851914986,2.42550333719985e-13,8.99095373854536e-13
"ENSMUSG00000040699.14",0.657381049343278,10.2440513520874,114.806342877479,2.53359940193235e-13,9.3746839142309e-13
"ENSMUSG00000023942.16",1.96521055501393,6.46245640715477,114.748638926748,2.55588992168817e-13,9.44692334100695e-13
"ENSMUSG00000003062.14",3.20740591278606,5.66408435447529,114.724559573275,2.61085459312811e-13,9.64659911357076e-13
"ENSMUSG00000040738.11",2.86761564829804,5.93672712098956,114.502985418944,2.6823523404891e-13,9.90719533764492e-13
"ENSMUSG00000028669.16",2.10391147719946,6.36905339087752,114.356491734373,2.69170038856064e-13,9.93813820462799e-13
"ENSMUSG00000009076.11",5.47107399799399,5.27193540630372,106.925946467147,2.71735747481342e-13,1.00256395018152e-12
"ENSMUSG00000034259.9",2.22861528257122,6.47914891146934,114.153218380843,2.76418820787661e-13,1.01910783387589e-12
"ENSMUSG00000028540.7",2.79150502695742,5.86361770677775,114.145536907721,2.81050776926658e-13,1.03581218326118e-12
"ENSMUSG00000032867.9",6.26841337782155,5.12939329229689,109.468178089961,2.83823238159699e-13,1.04527781561727e-12
"ENSMUSG00000020917.18",1.12891403086235,7.7629740461982,113.837298888031,2.87576829557191e-13,1.05872102384067e-12
"ENSMUSG00000036138.17",1.6748066336928,6.70588749241946,113.806204731591,2.88888111575828e-13,1.06316638115689e-12
"ENSMUSG00000001785.14",1.70017016038218,6.63851314519473,113.533226888356,2.99450292194985e-13,1.10164148443284e-12
"ENSMUSG00000015247.11",2.58181969915915,5.92004252142338,113.415999608058,3.07431775074055e-13,1.12938172177492e-12
"ENSMUSG00000026029.15",1.05857183142471,8.01272595705194,113.264094558967,3.10060698933468e-13,1.13863093527306e-12
"ENSMUSG00000063904.5",1.28051758332872,7.44185797268423,112.935271350816,3.23811001050769e-13,1.18572480256059e-12
"ENSMUSG00000041143.17",1.97566275218246,6.36889914462534,112.938261243454,3.24131057629399e-13,1.18647258478924e-12
"ENSMUSG00000028559.18",1.63083125363352,6.75204316199712,112.776475600704,3.30778984280102e-13,1.20951030239086e-12
"ENSMUSG00000014873.16",3.64461292895071,5.57102757008322,112.216316939095,3.45770799408605e-13,1.26297593706952e-12
"ENSMUSG00000063884.7",1.98941444146115,6.46181012430763,112.332463760505,3.51072702485286e-13,1.28142787557174e-12
"ENSMUSG00000032405.11",1.55533737313966,6.85536765276671,111.66303437426,3.83323074464462e-13,1.39516521985253e-12
"ENSMUSG00000030224.11",1.44360800044262,7.01040488404595,111.596453989072,3.8669158515969e-13,1.40642585767242e-12
"ENSMUSG00000032300.8",1.524937314704,7.01877926865135,111.533758453059,3.89940083870221e-13,1.41773742953454e-12
"ENSMUSG00000019373.12",2.25554011187775,6.17219317276432,111.451150086607,3.95536464106681e-13,1.43604553895095e-12
"ENSMUSG00000023892.9",3.03672536804867,5.94810011920686,111.38410072378,4.05793253647445e-13,1.47171901694658e-12
"ENSMUSG00000109865.2",1.58387467275579,6.8357522731045,111.20450741635,4.07475464057397e-13,1.47729688597376e-12
"ENSMUSG00000095098.3",4.86568798694863,5.23988213150466,105.867823182233,4.23892028755487e-13,1.53572768253049e-12
"ENSMUSG00000078619.11",1.06543332330973,7.96227237447814,110.730793518053,4.33963952514659e-13,1.56999604438543e-12
"ENSMUSG00000035278.10",2.00367207429825,6.33849002255742,110.719722506964,4.35295428902483e-13,1.57370129997149e-12
"ENSMUSG00000033530.9",6.29488574175922,5.15105930061734,106.378621023693,4.39250817719385e-13,1.58744067575227e-12
"ENSMUSG00000068227.10",0.649758504792092,10.5128310992801,110.494751234316,4.47889614157938e-13,1.61694939309327e-12
"ENSMUSG00000018678.14",5.32795518211292,5.136146847093,103.528924051237,4.48481688967699e-13,1.61851637012233e-12
"ENSMUSG00000038279.11",1.87462742209435,6.71334837128065,110.337854837792,4.57721407814406e-13,1.65011709216302e-12
"ENSMUSG00000067071.9",1.6556160371247,6.69081615623553,110.254599349955,4.62784547517522e-13,1.66661017428778e-12
"ENSMUSG00000021024.15",1.24963500927162,7.61325073181751,110.080952351875,4.7350897075709e-13,1.70283668486451e-12
"ENSMUSG00000001065.16",3.3222984897375,5.54370692808514,110.089578426587,4.75401058974579e-13,1.70904094279314e-12
"ENSMUSG00000003344.16",2.85538518207318,5.78040094785885,110.002713612892,4.88110454106433e-13,1.75289571728419e-12
"ENSMUSG00000029462.19",1.8645524203788,6.62445640152543,109.757714534728,4.94898581020943e-13,1.77539448925272e-12
"ENSMUSG00000024645.6",3.17442807483511,5.73291804449852,109.852060649693,4.98751458961671e-13,1.78858979085625e-12
"ENSMUSG00000020392.9",1.39788747804511,7.16100287776033,109.692507361959,4.98964105919869e-13,1.78872606679429e-12
"ENSMUSG00000039367.12",1.19213505694518,7.65742837211746,109.669381173299,5.00470970208312e-13,1.79287291950806e-12
"ENSMUSG00000076745.5",10.1100441257462,5.13143542072376,114.346162388563,5.11375680779511e-13,1.83065701591882e-12
"ENSMUSG00000004626.15",1.19715166721885,7.54914935903509,109.421977664101,5.17468293309781e-13,1.85117368497337e-12
"ENSMUSG00000025521.16",2.32472011172919,6.15697083869938,109.442057340121,5.18119865346952e-13,1.85285742349284e-12
"ENSMUSG00000034432.12",1.44631586571039,7.05963567784007,109.386644904019,5.20003482596515e-13,1.85894438699948e-12
"ENSMUSG00000021868.8",2.91133856206417,5.90413452301814,109.498418708936,5.2161025249018e-13,1.86403775506086e-12
"ENSMUSG00000025373.15",3.34264712647759,5.56194157306587,109.394366602781,5.22060016001099e-13,1.86499430899311e-12
"ENSMUSG00000014226.11",1.31029365027651,7.22708934370168,109.254906964752,5.29307282340086e-13,1.89022496015591e-12
"ENSMUSG00000090213.2",2.00460002941136,6.44682622568392,109.229379413009,5.3176131040095e-13,1.89766527565384e-12
"ENSMUSG00000020153.15",1.86427585552769,7.04718967121455,109.207364020652,5.32842711265985e-13,1.90086208595828e-12
"ENSMUSG00000033184.15",2.23262499400721,6.32881380997576,109.133352908036,5.39292579754702e-13,1.92320146303888e-12
"ENSMUSG00000048277.16",1.4614003776799,7.19236600181009,108.959335898831,5.50922899373526e-13,1.96126254271243e-12
"ENSMUSG00000028703.15",5.00832470477139,5.37358071222533,104.060270376516,5.5111711463297e-13,1.96127223352011e-12
"ENSMUSG00000027889.18",2.76430954367654,5.96697694283206,109.024326396185,5.53555938489899e-13,1.96926707954621e-12
"ENSMUSG00000013495.16",2.30789814212142,6.18256816001449,108.866399820777,5.5988374007604e-13,1.99039544111725e-12
"ENSMUSG00000037296.8",2.37768579965619,5.99154670091823,108.765176578769,5.69197148761164e-13,2.02210100506828e-12
"ENSMUSG00000040532.15",10.054769108096,5.08109669968598,113.216786805516,5.8973284607051e-13,2.09142791186086e-12
"ENSMUSG00000025162.19",1.0141480019712,7.90146721882394,108.450172117772,5.90248625187936e-13,2.09253250923324e-12
"ENSMUSG00000020288.14",3.55274636434842,5.48609252100799,108.225751283635,5.91480051204169e-13,2.09617255516716e-12
"ENSMUSG00000005410.7",1.70059167733033,6.63825977513946,108.413824640166,5.93491886326091e-13,2.1025748529062e-12
"ENSMUSG00000023030.17",1.6130393891344,6.76883812262659,108.343971030308,5.99053501956004e-13,2.12081091152208e-12
"ENSMUSG00000030986.14",4.65948443154678,5.43178766374812,105.180193708191,6.00665452722259e-13,2.12441478906361e-12
"ENSMUSG00000034164.18",3.26601341091835,5.90968146248953,108.092837839637,6.33339885267307e-13,2.23678176031302e-12
"ENSMUSG00000024847.16",1.15691986224704,7.50936287420942,107.769624824812,6.47619461691554e-13,2.28642486268352e-12
"ENSMUSG00000006932.18",1.65552399673003,6.86925055753522,107.687509716121,6.55104101295538e-13,2.31205244847309e-12
"ENSMUSG00000025793.18",1.81865565123109,6.47642217071847,107.440492060105,6.77985687707816e-13,2.38787118758715e-12
"ENSMUSG00000001127.13",1.2680059798039,7.6786349427123,107.240432269224,6.96230322975273e-13,2.44707994780808e-12
"ENSMUSG00000027219.14",1.35490532238074,7.1027447841574,107.037801432495,7.1591620193667e-13,2.51282170672905e-12
"ENSMUSG00000002963.18",1.50247902504426,6.82492120112563,106.941571126277,7.25539544371381e-13,2.54572662331336e-12
"ENSMUSG00000038213.8",1.36780497019623,7.20571803150194,106.878781524968,7.31704831111296e-13,2.5664797535075e-12
"ENSMUSG00000047866.21",1.16427516861682,7.54392476465608,106.681160442966,7.51808795469198e-13,2.63609232564037e-12
"ENSMUSG00000042229.10",2.18007880472458,6.17933551369602,106.605894191309,7.6176228050251e-13,2.66825214668492e-12
"ENSMUSG00000024947.18",2.18207266809165,6.21411891687338,106.502156680842,7.7256576738869e-13,2.70424422064079e-12
"ENSMUSG00000027628.11",2.04816436309724,6.28884568194017,106.472929990258,7.75028544212296e-13,2.71193793980948e-12
"ENSMUSG00000002812.5",1.34542993448105,7.12711516136908,106.259027618421,7.96889302275101e-13,2.78462648717215e-12
"ENSMUSG00000020238.15",1.77552034581254,6.50466572900168,106.199235836586,8.0401703209838e-13,2.8085751851131e-12
"ENSMUSG00000027079.16",2.13607840302244,6.20915437154708,106.150984322259,8.10748866217825e-13,2.8311250896021e-12
"ENSMUSG00000032437.11",1.15496872665347,7.52882390743544,106.092818912959,8.15324052036405e-13,2.84613120005346e-12
"ENSMUSG00000039656.18",1.58209216834773,6.78961270300577,106.0043790331,8.25581826155703e-13,2.88095709147758e-12
"ENSMUSG00000068329.13",10.0804421471096,5.10628381337832,110.477942727633,8.37080809036012e-13,2.92008911653502e-12
"ENSMUSG00000034263.14",2.26172379282104,6.06024152242891,105.767203016573,8.56479883030597e-13,2.98268172798347e-12
"ENSMUSG00000020386.6",1.97731329673718,6.28529373428628,105.610004724131,8.73002846862189e-13,3.03815669641948e-12
"ENSMUSG00000010025.20",2.61327550722116,5.888980471296,105.520002537192,8.93181208268698e-13,3.10521450613985e-12
"ENSMUSG00000032869.16",1.73654896696464,6.55294674010484,105.356379566141,9.03406464477256e-13,3.13863263540572e-12
"ENSMUSG00000013593.13",1.37121229793042,7.13658502233681,105.288346947446,9.11504112411226e-13,3.16569180037836e-12
"ENSMUSG00000001211.16",1.115960377774,7.67144924915065,105.267848940768,9.14008000206049e-13,3.17331184342724e-12
"ENSMUSG00000006651.9",3.44042698034803,5.52272784792174,104.852373034808,9.60748054195165e-13,3.33107026779515e-12
"ENSMUSG00000086481.3",3.33526475067289,5.55694035174269,104.720883270927,9.91198759481568e-13,3.43084072139582e-12
"ENSMUSG00000032307.17",1.86791475042396,6.37874481186405,104.658926870195,9.95960148329406e-13,3.44499285349199e-12
"ENSMUSG00000030588.13",6.16269089929246,5.02714448047148,100.686772693496,1.00655769373217e-12,3.48019331972906e-12
"ENSMUSG00000003528.16",2.38829909030742,6.04439966686683,104.613526077714,1.00681632555724e-12,3.48019331972906e-12
"ENSMUSG00000039753.17",1.75692986191324,6.48956633033089,104.467652534515,1.02255740604739e-12,3.5322202201475e-12
"ENSMUSG00000043702.10",2.4659299230545,5.92321872429162,104.505258540307,1.02516599922374e-12,3.54003714229587e-12
"ENSMUSG00000020423.7",1.02348004819043,8.01031438818782,104.387077268397,1.0333454220617e-12,3.56707914147487e-12
"ENSMUSG00000046722.15",1.06717615882174,7.85824269095871,104.315716906296,1.04370470512925e-12,3.60041212190426e-12
"ENSMUSG00000029782.21",2.34957127701656,6.18150917577759,104.259954712592,1.05593358870756e-12,3.64014534350144e-12
"ENSMUSG00000025579.15",2.05675988077909,6.20319090653817,103.961517425612,1.0990934937864e-12,3.78383716415471e-12
